BLINK_N,BLINK_D_Min,BLINK_D_Max,BLINK_D_Mean,BLINK_D_Sum,BLINK_D_RATE,FIX_N,FIX_Min,FIX_Max,FIX_Mean,FIX_Sum,FIX_RATE,UpperTriangul,UnderTriangul,CorrectOrder,FrameCount,Time,PUPIL_D_Min,PUPIL_D_Max,PUPIL_D_Mean,GazeMove_L,HM_Min,HM_Max,HM_Mean,VGC_Min,VGC_Max,VGC_Mean,Page,IsDifficult
2.0,6.133333333333334,19.033333333333335,12.583333333333334,25.166666666666668,0.9951669595782073,18.0,0.14444444444444443,5.366666666666666,1.306172839506173,23.511111111111113,0.929701230228471,15,14,10,2276,25.288888888888888,1.9109701666666608,3.1608483333333255,2.5676102115148756,23469.351679324755,0.03958052103719671,1.0,0.7588798427536083,-338.53199999711467,2.5295357958661246,0.3566436803077394,2,False
1.0,43.1,43.1,43.1,43.1,1.0,14.0,0.08888888888888889,6.677777777777778,2.987301587301587,41.82222222222222,0.9703531838102604,6,6,5,3879,43.1,2.3116380000000363,2.87329383333337,2.557691441028451,29271.384378140538,0.05244373959766401,1.0000000000000002,0.7285901070321569,-319.92225057323554,2.509108141276698,0.69699028908926,3,False
1.0,26.655555555555555,26.655555555555555,26.655555555555555,26.655555555555555,0.9864309210526315,11.0,0.2,4.7,2.3505050505050504,25.855555555555554,0.9568256578947368,9,8,6,2432,27.022222222222222,2.2537333333333804,2.99382800000004,2.5572786377028613,27616.477480143243,0.07874918650873361,1.0,0.7247618711526986,-143.2630348469859,2.4962400143089383,0.8366280904561602,4,False
4.0,0.03333333333333333,19.344444444444445,7.872222222222222,31.488888888888887,0.9769045156842469,18.0,0.1111111111111111,5.866666666666666,1.645679012345679,29.622222222222224,0.9189934505342985,20,17,10,2901,32.233333333333334,2.2895253333333816,3.2510708333333778,2.7205272254614763,42375.44029121382,0.12603932766615156,1.0000000000000002,0.7716429824002699,-226.26216956430466,2.4326903628850203,0.820578306491444,6,False
1.0,39.78888888888889,39.78888888888889,39.78888888888889,39.78888888888889,1.0,18.0,0.1111111111111111,13.477777777777778,2.137654320987654,38.477777777777774,0.9670483105277854,8,8,6,3581,39.78888888888889,2.4509913333333464,3.1395263333333765,2.7981388414239676,29952.318661818703,0.04293858010443299,1.0000000000000002,0.7278128676522212,-40.009842557571325,2.422421502832335,0.8702123676096599,7,False
2.0,4.522222222222222,22.5,13.511111111111111,27.022222222222222,0.9910350448247759,17.0,0.13333333333333333,5.866666666666666,1.4947712418300654,25.41111111111111,0.9319478402607987,7,7,7,2454,27.266666666666666,2.337122500000024,3.225039000000018,2.737774636904779,33924.71738813579,0.010281273407526518,1.0,0.7254687232441244,-1575.1215857467878,2.434138206416796,0.3101421204771174,8,False
12.0,0.03333333333333333,18.1,2.212037037037037,26.544444444444444,0.8471631205673759,25.0,0.03333333333333333,7.655555555555556,1.0057777777777777,25.144444444444446,0.8024822695035461,10,10,7,2820,31.333333333333332,2.432934833333372,2.997736666666708,2.6437784727891644,43420.538240602844,0.02595749878023303,1.0000000000000002,0.7160863540656167,-359.14004734124876,2.469949465352614,0.3109992120825263,9,False
2.0,26.61111111111111,30.955555555555556,28.783333333333335,57.56666666666667,0.9974971120523681,18.0,0.17777777777777778,12.544444444444444,3.110493827160494,55.98888888888889,0.9701578744705429,11,12,10,5194,57.71111111111111,2.32581083333341,3.4320575000000697,2.660504966921938,40445.4380271635,0.01983836767667736,1.0000000000000002,0.7479904261070327,-255.3787594765952,2.4714791955161557,0.8491920705688915,10,True
5.0,3.111111111111111,19.555555555555557,8.726666666666667,43.63333333333333,0.9874277093286397,25.0,0.08888888888888889,4.311111111111111,1.6653333333333333,41.63333333333333,0.9421674629117425,20,19,12,3977,44.18888888888889,2.373052000000083,2.9804405000000807,2.6778169411589072,50510.653124926546,0.0035491250007726642,1.0000000000000002,0.7069980086127976,-158.3288513422045,2.368626338620948,0.775828983418067,11,False
4.0,3.077777777777778,18.744444444444444,11.622222222222222,46.48888888888889,0.990530303030303,21.0,0.07777777777777778,9.377777777777778,2.132804232804233,44.78888888888889,0.9543087121212122,15,12,9,4224,46.93333333333333,1.278213666666763,3.017555000000096,2.653750313087234,41905.01447347888,0.00762418323617463,1.0000000000000002,0.7794098500109095,-2928.846970634947,2.4745743051968163,0.21969120978783,12,False
