BLINK_N,BLINK_D_Min,BLINK_D_Max,BLINK_D_Mean,BLINK_D_Sum,BLINK_D_RATE,FIX_N,FIX_Min,FIX_Max,FIX_Mean,FIX_Sum,FIX_RATE,PanelUpperTriangul,PanelUnderTriangul,PanelCorrectOrder,TileUpperTriangul,TileUnderTriangul,TileCorrectOrder,FrameCount,Time,PUPIL_D_Min,PUPIL_D_Max,PUPIL_D_Mean,GazeMove_L,HM_Min,HM_Max,HM_Mean,VGC_Min,VGC_Max,VGC_Mean,Page,IsDifficult
6.0,0.5111111111111111,4.777777777777778,2.2666666666666666,13.6,0.5461847389558233,13.0,0.03333333333333333,3.588888888888889,1.0256410256410255,13.333333333333334,0.535475234270415,4.0,4.0,3.3333333333333335,2.5,2.5,1.75,2241,24.9,2.8472085000000003,3.7582423333333335,3.1346636673519708,47447.07378329777,10.816253787013837,1290.7131171590202,740.670520081658,-78.7178174388016,2.538700560514716,1.1256197563677013,2,False
7.0,0.25555555555555554,8.244444444444444,2.4476190476190474,17.133333333333333,0.6983695652173914,14.0,0.03333333333333333,5.777777777777778,1.1888888888888889,16.644444444444446,0.6784420289855072,0.75,0.25,0.75,0.75,1.0,0.25,2208,24.533333333333335,2.104858333333334,3.2508265,2.854825745104437,39671.60813309229,12.456550429424905,2875.7452260666114,1642.581143368526,-20.7802812369333,2.5323138720356884,1.6192646688008567,3,True
5.0,0.03333333333333333,13.322222222222223,3.2533333333333334,16.266666666666666,0.6948267679164689,12.0,0.03333333333333333,5.866666666666666,1.2972222222222223,15.566666666666666,0.6649264356905553,1.0,0.6666666666666666,1.0,1.75,1.0,1.75,2107,23.41111111111111,2.497299333333334,3.540511833333334,2.903888922892391,43595.1571525084,61.67636842597256,1580.2738236819157,873.3921661446487,-1483.5645498634751,2.5240339738046655,-0.43732407023103403,4,False
5.0,0.07777777777777778,5.166666666666667,1.44,7.2,0.500772797527048,5.0,0.05555555555555555,5.1,1.4111111111111112,7.055555555555555,0.490726429675425,0.75,0.75,0.5,1.5,1.5,1.0,1294,14.377777777777778,2.5911025000000003,3.527318333333334,3.00439569362364,28876.24844691796,19.105423234593854,795.3955114835787,486.6742420049591,-26.128786310672655,2.444178693895803,1.1134562827728705,6,False
7.0,0.35555555555555557,8.644444444444444,2.792063492063492,19.544444444444444,0.7298755186721991,17.0,0.044444444444444446,4.2,1.1045751633986927,18.77777777777778,0.7012448132780082,0.6,0.6,0.0,3.5,3.25,3.25,2410,26.77777777777778,2.063186500000001,3.406145833333334,2.855432122368927,72250.49267711697,5.8683429704327486,2540.0934918613348,1278.5103868260774,-38.761130997822306,2.6746092534495354,1.3797979330987065,7,False
2.0,1.3111111111111111,7.644444444444445,4.477777777777778,8.955555555555556,0.5156749840051184,8.0,0.05555555555555555,3.8,1.0611111111111111,8.488888888888889,0.4888035828534869,0.6666666666666666,0.0,0.6666666666666666,0.75,0.75,0.5,1563,17.366666666666667,2.599283833333334,3.3604508333333336,2.9154175696517433,28245.497919234807,32.46872365485904,1500.3587455566146,718.8527543909292,-21.146434965922108,2.4073140724159607,1.5057622667329311,8,False
3.0,0.2222222222222222,7.844444444444444,3.7333333333333334,11.2,0.7108603667136812,6.0,0.13333333333333333,4.7555555555555555,1.8,10.8,0.685472496473907,0.75,0.0,0.75,0.3333333333333333,0.3333333333333333,0.0,1418,15.755555555555556,2.734329166666668,3.309051500000001,2.986765043260949,43645.632360188065,57.16839473518932,1443.8244871674374,838.6996231959328,-87.66028622348605,2.542511007192254,1.0919301670154977,9,False
11.0,0.03333333333333333,7.788888888888889,1.5313131313131312,16.844444444444445,0.49574885546108566,13.0,0.03333333333333333,4.8,1.271794871794872,16.533333333333335,0.48659254414650105,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.5,0.25,3058,33.977777777777774,2.1396103333333354,3.298634833333334,2.7730677275747544,96605.01003101934,37.79628127867608,3535.757475225415,1894.6910805363807,-62.798988435053225,2.5359326532682993,1.3212708480006463,10,True
4.0,0.2777777777777778,6.488888888888889,1.9444444444444444,7.777777777777778,0.25820730357801547,8.0,0.08888888888888889,4.266666666666667,0.9305555555555556,7.444444444444445,0.24714127628181484,0.4,0.0,0.2,0.6666666666666666,0.6666666666666666,0.3333333333333333,2711,30.122222222222224,2.7444710000000008,3.474429000000002,3.1649384027777794,57242.97494069418,52.62258798435099,2292.044016593138,1271.356165223863,-3126.1094997134905,2.598871646678422,-3.2067017945294287,11,True
5.0,0.17777777777777778,8.988888888888889,2.7422222222222223,13.71111111111111,0.4908512330946698,8.0,0.1111111111111111,5.288888888888889,1.6527777777777777,13.222222222222221,0.4733492442322991,0.6666666666666666,0.16666666666666666,0.5,0.5,0.75,0.25,2514,27.933333333333334,2.6413370000000014,3.512316500000001,2.9232298949010085,51511.51595314545,22.045182849653425,2431.971094585648,1204.7955507757144,-9707.629708868648,2.593236786320409,-6.952164340246396,12,False
