BLINK_N,BLINK_D_Min,BLINK_D_Max,BLINK_D_Mean,BLINK_D_Sum,BLINK_D_RATE,FIX_N,FIX_Min,FIX_Max,FIX_Mean,FIX_Sum,FIX_RATE,PanelUpperTriangul,PanelUnderTriangul,PanelCorrectOrder,TileUpperTriangul,TileUnderTriangul,TileCorrectOrder,FrameCount,Time,PUPIL_D_Min,PUPIL_D_Max,PUPIL_D_Mean,GazeMove_L,HM_Min,HM_Max,HM_Mean,VGC_Min,VGC_Max,VGC_Mean,Page,IsDifficult
7.0,2.522222222222222,6.655555555555556,4.073015873015873,28.511111111111113,0.8596314907872696,27.0,0.07777777777777778,4.5,0.931275720164609,25.144444444444446,0.7581239530988275,3.4,3.0,2.4,4.5,4.0,3.25,2985,33.166666666666664,2.020864,3.323290333,2.9590736867546727,50534.07271605595,160.2668344139953,2522.820209635789,1313.81802287171,-101.61273457630308,1.938489687202983,0.7656436003007915,2,True
8.0,0.23333333333333334,6.0777777777777775,2.85,22.8,0.7907514450867053,13.0,0.18888888888888888,4.8,1.6829059829059827,21.877777777777776,0.758766859344894,0.75,0.0,0.75,0.75,0.75,0.5,2595,28.833333333333332,2.713618167,3.264068833,3.0343078491428606,40514.64782116738,100.03060934250944,2257.250370579172,1317.1260736780146,-23.468497606825263,1.971225841338057,0.8152560755246554,3,False
6.0,0.6666666666666666,9.988888888888889,3.77037037037037,22.622222222222224,0.9572167371885284,12.0,0.14444444444444443,9.988888888888889,1.8101851851851851,21.72222222222222,0.919134931828867,0.8,0.0,0.8,3.0,2.75,2.75,2127,23.633333333333333,1.6263376669999998,3.307103333,2.9243685123092296,27806.81892456104,2.3106478001274064,4359.930535388095,2026.4592970390197,-120.325641608585,1.9915813254278305,0.7518778147425988,4,False
10.0,0.06666666666666667,4.822222222222222,2.1355555555555554,21.355555555555554,0.9036201222378938,21.0,0.06666666666666667,3.8777777777777778,0.946031746031746,19.866666666666667,0.840620592383639,1.375,0.75,0.875,3.0,3.5,2.0,2127,23.633333333333333,2.7963943330000003,3.4182205000000003,3.0822600783048495,40845.06728907565,47.90852256998097,2774.942274121898,1263.5023102150437,-221.70572470162358,1.9377704836298029,0.6407989540377651,6,False
9.0,0.6888888888888889,6.188888888888889,3.120987654320988,28.08888888888889,0.9226277372262773,28.0,0.1,5.555555555555555,0.9226190476190477,25.833333333333332,0.8485401459854015,1.8333333333333333,1.6666666666666667,0.5,3.5,4.5,1.75,2740,30.444444444444443,1.674339333,3.4447428330000003,3.176650739240612,56027.58200327883,0.0009059023732880012,3524.790004558393,1726.604743475776,-91.2214823968115,2.0611628675693945,0.6633800507411022,7,True
20.0,0.03333333333333333,5.444444444444445,1.383888888888889,27.677777777777777,0.6999157066591739,31.0,0.03333333333333333,4.5,0.8519713261648745,26.41111111111111,0.6678842371452656,1.5,0.75,1.25,1.75,1.75,1.0,3559,39.544444444444444,2.097323,3.444862333,3.127342071395233,62989.15270830395,9.691909406371938,3379.39537779678,1972.0722819752687,-85.0029764327104,2.0072549985121513,0.748351071594656,8,True
8.0,0.044444444444444446,3.2888888888888888,1.4944444444444445,11.955555555555556,0.82642089093702,17.0,0.022222222222222223,2.6222222222222222,0.6169934640522876,10.488888888888889,0.7250384024577573,0.8,0.2,0.6,0.5,0.75,0.25,1302,14.466666666666667,2.6199165,3.462473667,3.137028785686977,39558.25199076491,2.2045215775886278,2947.803370899437,1584.8533122687934,-19.58806530094416,2.02836219574541,1.1904311142161925,9,False
10.0,0.16666666666666666,5.3,2.201111111111111,22.011111111111113,0.6425559519948103,19.0,0.16666666666666666,5.3,1.0812865497076023,20.544444444444444,0.5997405124878366,0.6,0.4,0.4,2.0,2.75,1.25,3083,34.25555555555555,2.080403667,3.373260333,2.970637460121708,61937.22535218692,41.30865239552398,4008.8683366165033,2022.3303855181653,-36.7761923064222,2.0398566606957518,0.8645153928098951,10,True
7.0,0.6,4.477777777777778,2.0317460317460316,14.222222222222221,0.9169054441260746,16.0,0.1111111111111111,2.7555555555555555,0.8208333333333333,13.133333333333333,0.8467048710601719,0.8,0.4,0.6,3.0,1.75,2.0,1396,15.511111111111111,2.149009667,3.212351333,2.9712310081442315,30686.685584458963,90.23145691441977,1272.2432093483994,737.3203397560802,-35.318245595741864,2.006000151314633,0.8906675667993741,11,False
4.0,0.8333333333333334,13.655555555555555,6.563888888888889,26.255555555555556,0.9817199833818031,13.0,0.2,7.2,1.935897435897436,25.166666666666668,0.9410054009140009,1.0,0.5714285714285714,0.7142857142857143,1.75,1.75,1.5,2407,26.744444444444444,1.533266667,3.279769667,2.9407718721665232,27839.439748058874,72.86830261745277,1902.846214878909,1050.2554237613138,-200.82976513929876,2.0594044789835717,0.6976252541897077,12,False
