PUPIL_D_Min,PUPIL_D_Max,PUPIL_D_Mean,Panel_Move,Tile_Move,GazeMove_L,FIX_D,IsDifficult,IsUnderstand,HM_Min,HM_Max,HM_Mean,VGC_Min,VGC_Max,VGC_Mean,Page,Panel
3.8053181666666656,3.8583195,3.8499671388888888,0.8333333333333334,0.75,39.296071265336735,0.13333333333333333,0.0,0.0,122.95790732010798,128.54810047608746,126.8327673637397,-7.030615182708312,0.2161357153295107,-2.2783162136410757,2.0,5.0
3.101582833333333,3.5321169999999995,3.2567540396825403,-0.3333333333333333,-0.5,105.43651554141144,0.4666666666666667,0.0,0.0,220.78955088576475,254.8268158318742,249.04576128212253,-1.749263251182139,0.2497533708455424,-0.4192176485270573,2.0,3.0
3.054349166666667,4.141492333333333,3.8756136562500014,0.3333333333333333,0.5,0.0,0.35555555555555557,0.0,0.0,0.0044888364844575,0.0044888364844575,0.004488836484457499,-34.20314260324721,0.546458408054713,-1.6292458669583223,2.0,5.0
3.5162075,3.964459833333334,3.640278165625,-0.5,-0.25,1411.3404565402584,1.7777777777777777,0.0,0.0,22.46032540266585,311.292110784492,249.11286877977267,-173.5081229742374,2.7750744056274743,-0.8949715411005286,2.0,2.0
3.3037848333333337,3.509984333333334,3.421591822751323,0.16666666666666666,0.0,166.66026033773713,1.4,0.0,0.0,410.0010514179229,443.5770302892749,436.1462361266934,0.670848196948731,1.7879953158174444,1.4607907639514897,2.0,2.0
3.4742025000000005,3.603284,3.5490957777777776,0.0,0.0,366.32896486001937,1.5,0.0,0.0,449.1529679958394,553.3873151276243,510.1907440905617,-2.1116456776717007,2.583389761375792,1.0963694517472378,2.0,2.0
3.5627340000000007,3.748486833333334,3.6748880769230774,0.0,0.0,441.5975785138915,0.8666666666666667,0.0,0.0,354.3200974986959,495.6560638463495,441.5715160499653,-2.177687884111569,2.1212311178594403,0.917147661468079,2.0,3.0
3.804596000000001,3.851664333333334,3.819819507575758,0.3333333333333333,0.5,260.73890041805254,0.24444444444444444,0.0,0.0,67.96269654283235,111.90612411056338,103.76535695526987,-17.34626654805745,2.4622675504509783,0.5148559155951058,2.0,5.0
3.434321166666667,3.543154333333334,3.4838431111111112,-0.16666666666666666,0.25,93.66357895310381,0.13333333333333333,0.0,0.0,693.0269446384821,833.6983598988892,778.1608792804931,-0.324524032142846,2.448922479173177,1.640345031157797,2.0,4.0
3.374908666666668,3.440399166666668,3.4020637142857155,0.0,0.0,66.47666103585574,0.15555555555555556,0.0,0.0,588.188715764798,760.3201782202883,701.0264775641581,0.8918839546643267,1.8855569693546457,1.3976823147508763,2.0,4.0
3.090372666666667,3.375493500000001,3.231689786458334,0.0,0.0,575.4580899558581,1.4222222222222223,0.0,0.0,705.5423259252144,906.855012744383,813.9950024652228,0.38254401248055947,1.856618519605931,1.154162406253671,2.0,4.0
3.207377166666668,3.413355333333334,3.2777205092592596,0.16666666666666666,-0.25,209.41228925172138,0.2,0.0,0.0,730.4560592327869,973.4207267976238,904.6777008334318,-2.2378224668871556,2.282454670874638,1.1111110095901087,2.0,5.0
3.2359313333333337,3.400062666666667,3.3239136507936515,0.16666666666666666,0.0,539.1889912782082,0.9333333333333333,0.0,0.0,240.7120818260016,1008.2875669205486,665.2917004959842,-12.041595787970037,2.171029343002629,0.7387265039917567,2.0,6.0
3.2440896666666674,3.529691000000001,3.38031980442177,0.25,0.5,1130.9762286408386,2.1777777777777776,0.0,0.0,227.9165923303433,701.6939026198601,566.3841007139026,-34.110514669354565,2.970066636515573,1.4029466167725524,3.0,1.0
3.434252500000001,3.625302666666668,3.5252210089285723,0.0,-0.25,241.82568200398777,0.6222222222222222,0.0,0.0,740.7444009908646,881.2153267506744,833.4859443154359,0.033290204232585996,1.9489687824505944,1.1324174548595545,3.0,1.0
3.5325498333333343,3.634345833333334,3.614392583333334,0.0,0.25,77.03344034097877,0.24444444444444444,0.0,0.0,232.69837676434463,264.3899029196938,259.4766901116623,1.8468755856857042,2.049895646284926,1.9880276029695638,3.0,1.0
3.48335,3.6994298333333338,3.598908948717949,0.0,-0.25,434.9233270644696,1.011111111111111,0.0,0.0,485.6400688087788,857.4015115139504,751.708754510332,-8.619709592223973,2.740700949851868,1.2760791432066505,3.0,1.0
3.272222166666668,3.689486166666667,3.4291614971098268,0.25,0.25,955.9502624516631,1.9222222222222223,0.0,0.0,393.8190600442149,805.0553430441955,647.8487679136391,-1.4477232272028124,2.125198641509525,1.3691151972859523,3.0,2.0
3.2997511666666672,3.7129898333333338,3.515555133109621,0.0,-0.25,1291.0354532525876,3.311111111111111,0.0,0.0,760.4605499056183,1570.6449089697471,1308.6826938716017,-41.08469146630554,2.21487093354117,1.269259581083107,3.0,2.0
3.071027166666667,3.493367666666668,3.2993714017412965,0.25,0.75,1454.126196140131,2.977777777777778,0.0,0.0,117.77858243344755,815.7736566511613,673.093910063203,-55.85735974910206,1.9661034741294015,0.6972948880029087,3.0,3.0
3.386250833333334,3.539108166666668,3.4648563240740753,0.25,-0.25,483.9047216870165,0.8,1.0,0.0,245.98858916843545,426.86751131756495,374.698616844596,-30.153638388313865,2.209812253531363,0.7447474435890608,3.0,4.0
