PUPIL_D_Min,PUPIL_D_Max,PUPIL_D_Mean,Panel_Move,Tile_Move,GazeMove_L,FIX_D,IsDifficult,IsUnderstand,HM_Min,HM_Max,HM_Mean,VGC_Min,VGC_Max,VGC_Mean,Page,Panel
2.932858666666668,3.0365703333333336,3.0049888675213676,0.16666666666666666,0.5,124.91103624000147,0.43333333333333335,0.0,0.0,282.28141126206594,413.6752552857838,358.28798002269724,-4.828624097421662,0.8826924147284729,-1.1974651348360341,2.0,1.0
2.838190833333334,2.9639613333333337,2.922580592592593,0.0,0.0,123.11465573478384,0.2,0.0,0.0,645.4025243386372,755.1738631077786,706.8730509792015,-4.603748651504258,1.7749556866211975,-0.7710974854137435,2.0,1.0
3.007237666666667,3.151695666666667,3.086910369636964,0.0,0.0,266.9216561135328,1.1222222222222222,0.0,0.0,643.8586646500924,755.9454213794911,723.6374446159887,-0.12863659957170714,1.3366148340366766,1.1035076069391445,2.0,1.0
3.179672333333334,3.243115833333334,3.1996639313725503,0.3333333333333333,-0.25,115.21290426163333,0.18888888888888888,0.0,0.0,167.33997234299622,289.2050132200524,264.5103059004467,-1.559735694166331,2.0482098862503944,-0.00960765472372116,2.0,3.0
3.074353666666667,3.259424833333334,3.15205474796748,-0.3333333333333333,0.0,879.0414743966077,0.45555555555555555,0.0,0.0,0.3704627873420582,193.7964678984948,90.0682602843055,-4.141076732905345,1.7880506108385656,0.7387039460512801,2.0,1.0
3.0548883333333343,3.373929500000001,3.2839749215686282,0.16666666666666666,0.25,165.57094269695784,0.37777777777777777,0.0,0.0,1644.58519053498,1994.902690177871,1871.7746922001616,-0.29872325063890903,1.8285671774320484,0.4986506917894243,2.0,2.0
2.9005685000000008,3.233368000000001,3.0817996788443227,0.0,0.0,4238.766375920668,7.7555555555555555,0.0,0.0,106.472848553401,2038.242478641739,1118.2231766564578,-367.1982638679065,2.0370878668587316,-1.084998519580112,2.0,2.0
2.844228333333335,3.086804833333334,2.9200595532350544,0.5,0.25,2547.601717972274,4.522222222222222,0.0,0.0,292.5284708161657,2374.436182406489,2074.745392722454,-23.608562386300775,2.108975778332265,-0.3257445832180058,2.0,5.0
2.8476945000000007,3.173772500000001,3.0058001356749338,-0.16666666666666666,0.25,1372.5201176488185,2.688888888888889,0.0,0.0,284.29132124505145,1259.6304176501906,1078.6060640778255,-8.383785449507126,1.9250226678575433,0.9953447350306631,2.0,4.0
2.7275468333333346,3.074216333333334,2.8555709222454664,0.16666666666666666,-0.25,2946.794552792331,5.311111111111111,0.0,0.0,360.44411187057335,2208.393233082768,1813.2967922004211,-1197.4180753269,2.2365252968242655,-2.663225520104333,2.0,5.0
