BLINK_N,BLINK_D_Min,BLINK_D_Max,BLINK_D_Mean,BLINK_D_Sum,BLINK_D_RATE,FIX_N,FIX_Min,FIX_Max,FIX_Mean,FIX_Sum,FIX_RATE,PUPIL_D_Min,PUPIL_D_Max,PUPIL_D_Mean,IsDifficult,IsUnderstand,GazeMove_L,HM_Min,HM_Max,HM_Mean,DiffCrossPos_Min,DiffCrossPos_Max,DiffCrossPos_Mean,Page,Panel
1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,36.0,18.333333333333332,55.0,0.6111111111111112,3.6489026666665714,3.97398883333324,3.7486330416665727,False,False,147.92364439694757,0.22183165574458266,0.2389241198991866,0.22801058361867274,0.1911337584972883,1.7984084470710924,1.1542259348920834,2,-1
1.0,1.0,1.0,1.0,1.0,1.0,4.0,8.0,13.0,9.25,37.0,0.4111111111111111,3.2822369999999066,3.97398883333324,3.6230419337898616,False,False,1303.4137855225272,0.13322408759511878,0.7076936921578034,0.26783220736880126,-1.1261667227090366,2.0010129532445258,1.2141162201310618,2,-1
1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,8.0,6.666666666666667,20.0,0.2222222222222222,3.2822369999999066,3.766990666666575,3.553582927777686,False,False,2419.0811843669067,0.13322408759511878,0.7076936921578034,0.2744691446604894,-1.1261667227090366,2.0010129532445258,1.2122556987868531,2,2
2.0,0.05555555555555555,0.7888888888888889,0.4222222222222222,0.8444444444444444,0.8444444444444444,2.0,6.0,8.0,7.0,14.0,0.15555555555555556,1.8567581666665731,3.766990666666575,3.5286576444443503,False,False,1998.8371963103627,0.1059186280267356,0.1812511599928576,0.1570771195614706,-0.5836421434451977,1.9301679796954043,1.1321343156228052,2,2
2.0,0.28888888888888886,0.5555555555555556,0.4222222222222222,0.8444444444444444,0.8444444444444444,3.0,8.0,18.0,14.0,42.0,0.4666666666666667,1.8567581666665731,3.642399999999904,3.519332624444351,False,False,1491.392492333382,0.0967787670774184,0.7142988075766175,0.22079425319114954,-173.31107571101657,1.9469562422458786,-1.6398262695933497,2,2
1.0,1.0,1.0,1.0,1.0,1.0,3.0,12.0,16.0,14.666666666666666,44.0,0.4888888888888889,3.3982339999999045,3.642399999999904,3.5298445333332387,False,False,1681.1683408558888,0.0967787670774184,0.7142988075766175,0.23458488906299735,-173.31107571101657,1.9469562422458786,-1.6735008438322199,2,2
1.0,1.0,1.0,1.0,1.0,1.0,2.0,17.0,22.0,19.5,39.0,0.43333333333333335,3.4609654999999018,3.8367691666665684,3.607580872222123,False,False,1083.950036615219,0.19974274491805166,0.9987179660344242,0.5544351820300127,-6.236966840206589,1.786516838718621,0.3338773486129481,2,1
1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,62.0,34.0,68.0,0.7555555555555555,3.4812928333332347,3.8367691666665684,3.725269142592493,False,False,887.7088056256281,0.2595664097461051,0.99987778262814,0.8559751046959787,-1.9991765220397641,1.7674224989295118,0.8776946536162435,2,1
2.0,0.08888888888888889,0.8,0.4444444444444444,0.8888888888888888,0.8888888888888888,2.0,8.0,56.0,32.0,64.0,0.7111111111111111,2.9833144999999,3.9377824999998974,3.7550353248944175,False,False,1238.2318887522108,0.17600656395056674,0.9999815825132804,0.8208209755992976,0.12852639559594747,1.6781844620156625,1.2035818830134706,2,1
3.0,0.044444444444444446,0.5,0.28148148148148144,0.8444444444444444,0.8444444444444444,3.0,8.0,12.0,10.333333333333334,31.0,0.34444444444444444,2.9833144999999,4.109359666666566,3.882110018017918,False,False,2682.278677263863,0.07693074830373789,1.0,0.708202590840804,-2.679236406898071,1.8535226715489639,1.1863026134071992,2,2
2.0,0.4111111111111111,0.5444444444444444,0.4777777777777778,0.9555555555555556,0.9555555555555556,1.0,12.0,12.0,12.0,12.0,0.13333333333333333,3.5036239999999017,4.109359666666566,3.9334556176469606,False,False,2581.340115079447,0.07693074830373789,1.0,0.8047832714278204,-2.679236406898071,1.8535226715489639,1.2990831918013015,2,5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,12.0,12.0,12.0,0.13333333333333333,3.715510166666567,4.129269999999907,3.915395690740643,False,False,1681.278382694095,0.8390964184105137,0.9719734393303108,0.8888154631977923,-28.76440514542052,1.8112458108165819,0.9681103125719138,2,5
1.0,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,1.0,21.0,21.0,21.0,21.0,0.23333333333333334,2.009261999999904,4.129269999999907,3.8756235607842173,False,False,1888.146774430239,0.8324013712227909,0.9719734393303108,0.8741238010362347,-28.76440514542052,1.8085191121057587,0.7929622775683233,2,2
2.0,0.4222222222222222,0.4444444444444444,0.43333333333333335,0.8666666666666667,0.8666666666666667,2.0,9.0,35.0,22.0,44.0,0.4888888888888889,2.009261999999904,4.0282694999999045,3.702700194805099,False,False,1328.5256203073716,0.4552377838285221,0.987844046932674,0.8282315320128951,-2.8952233405486107,1.6860504838029238,0.8961710995799583,2,-1
1.0,0.9222222222222223,0.9222222222222223,0.9222222222222223,0.9222222222222223,0.9222222222222223,2.0,38.0,38.0,38.0,76.0,0.8444444444444444,3.4331944999999044,3.8293046666665713,3.6650911666665715,False,False,846.9790523321815,0.3874123237104135,0.999971090310602,0.8471040066352692,-2.8952233405486107,1.6314948960585465,0.589265802249403,2,1
1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,42.0,27.666666666666668,83.0,0.9222222222222223,3.547124333333235,3.8293046666665713,3.6532470333332343,False,False,1100.4389198850718,0.3874123237104135,0.999971090310602,0.8730928719976615,-17.01351799536314,1.6230097417021456,-0.0023453663198239358,2,1
1.0,1.0,1.0,1.0,1.0,1.0,2.0,42.0,42.0,42.0,84.0,0.9333333333333333,3.4576568333332367,3.656234833333235,3.5500822314813827,False,False,721.1437499963754,0.4168572066859306,1.0,0.9311405540135645,-64.31633209655422,1.6331891868620185,-0.3704728619285777,2,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,87.0,87.0,87.0,87.0,0.9666666666666667,3.4576568333332367,3.643890499999904,3.530281887036939,False,False,348.71627373140075,0.9041005078124909,1.0,0.9876194224686241,-64.31633209655422,1.6331891868620185,0.030352653130962533,2,2
1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,90.0,90.0,90.0,1.0,3.4838229999999,3.636743999999904,3.5436130962961956,False,False,240.37175789257878,0.960783929892784,1.0000000000000002,0.992582902698516,-6.643842357249678,1.2833478159475025,0.5424118948671076,2,2
1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,77.0,42.5,85.0,0.9444444444444444,3.424423166666562,3.75838733333323,3.591346822222119,False,False,652.0968685223568,0.14102376830168345,1.0000000000000002,0.9330103743227373,-0.6627845186430132,1.7088324907342831,1.0839989038809412,2,2
1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,41.0,26.666666666666668,80.0,0.8888888888888888,3.4189071666665627,3.75838733333323,3.566813233333228,False,False,994.065772588281,0.14102376830168345,1.0,0.6357010414185483,0.6039793764213808,1.7836358429876542,1.4512708232991334,2,2
1.0,1.0,1.0,1.0,1.0,1.0,2.0,33.0,52.0,42.5,85.0,0.9444444444444444,3.4189071666665627,3.765599333333228,3.5443616537036,False,False,637.6297715489225,0.14865521650026986,0.95765944027814,0.601262444425012,-2.6690153365569658,1.7836358429876542,0.9693837429341389,2,2
1.0,1.0,1.0,1.0,1.0,1.0,2.0,26.0,60.0,43.0,86.0,0.9555555555555556,3.4687014999998964,3.765599333333228,3.5977288518517474,False,False,602.0425859034539,0.15093108677442274,0.9795168776259776,0.6764563356666422,-2.6690153365569658,1.7230336880498338,0.715172162988419,2,2
1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,28.0,18.75,75.0,0.8333333333333334,3.531544999999897,3.8938318333332282,3.6616745462961933,False,False,1391.6158514500266,0.15093108677442274,0.9795168776259776,0.48111040041489755,-1.247016153513007,1.8745975602094258,1.1097060028064092,2,2
1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,26.0,14.4,72.0,0.8,3.5096536666665608,3.9505536666665617,3.7041923277776734,False,False,1320.041364962919,0.2688728258694708,0.999390075727324,0.5770408146822068,8.827850562376227e-05,1.9231604148652939,1.4619028995473244,2,2
2.0,0.07777777777777778,0.7888888888888889,0.43333333333333335,0.8666666666666667,0.8666666666666667,5.0,8.0,27.0,13.2,66.0,0.7333333333333333,2.8084031666665616,3.9505536666665617,3.6356925281384243,False,False,1111.3423636409252,0.2942784359826089,0.999390075727324,0.706345010834679,0.6078583513057341,1.930482737953077,1.665323750084622,2,-1
2.0,0.28888888888888886,0.5777777777777777,0.43333333333333335,0.8666666666666667,0.8666666666666667,4.0,6.0,17.0,12.75,51.0,0.5666666666666667,2.8084031666665616,4.254730166666558,3.7861861820174365,False,False,2166.4087946355066,0.2942784359826089,0.9990598931936004,0.6096410040009831,-15.559349226387571,1.946003268551309,1.2073474615869988,2,-1
1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,26.0,13.75,55.0,0.6111111111111112,3.7000859999998927,4.254730166666558,3.9978498595504544,False,False,2481.436300971007,0.2756325167231312,0.9063870107673394,0.46461541592450994,-15.559349226387571,2.057140210959581,1.341307771559701,2,2
1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,30.0,18.25,73.0,0.8111111111111111,3.535469166666561,4.199623333333225,3.947331606060499,False,False,1539.3075933306654,0.2756325167231312,0.9219536481854764,0.5896850155073057,-7.485996986472822,2.057140210959581,1.3291615632024265,2,2
1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,31.0,19.25,77.0,0.8555555555555555,3.5291316666665606,4.218159999999892,3.8076175738635287,False,False,982.773831963964,0.4483564519633769,0.9219536481854764,0.7373195916893658,-8.696956777080693,1.95790936559755,0.17403404626768254,2,-1
1.0,0.8111111111111111,0.8111111111111111,0.8111111111111111,0.8111111111111111,0.8111111111111111,4.0,11.0,17.0,14.75,59.0,0.6555555555555556,3.5291316666665606,4.218159999999892,3.8344390787035962,False,False,1092.2598493770452,0.22796334265051746,0.8857493603149972,0.6337039046830765,-8.696956777080693,2.0084759619104906,0.21366583008358792,2,-1
2.0,0.3111111111111111,0.4777777777777778,0.39444444444444443,0.7888888888888889,0.7888888888888889,3.0,11.0,42.0,21.666666666666668,65.0,0.7222222222222222,3.558672833333224,4.4716619999998946,4.218389415458828,False,False,948.0075704336894,0.22796334265051746,0.9449939963092192,0.6031468815177259,0.5483715947841157,2.0084759619104906,1.682265897765677,2,2
1.0,0.8555555555555555,0.8555555555555555,0.8555555555555555,0.8555555555555555,0.8555555555555555,2.0,26.0,42.0,34.0,68.0,0.7555555555555555,4.135218499999891,4.4784546666665594,4.341308464912173,False,False,1074.1491392505186,0.13077197348666927,0.9449939963092192,0.5632285555701646,1.0632239318731462,1.9281864499843104,1.7941328527057552,2,2
4.0,0.022222222222222223,0.37777777777777777,0.15,0.6,0.6,3.0,9.0,26.0,15.666666666666666,47.0,0.5222222222222223,3.02349116666656,4.4784546666665594,4.1887842222221146,False,False,1704.3966565603548,0.13077197348666927,0.9764978953592428,0.5360537317252803,1.133207368148425,1.8838727688597736,1.6835925954222035,2,-1
3.0,0.06666666666666667,0.5222222222222223,0.24074074074074076,0.7222222222222222,0.7222222222222222,2.0,9.0,12.0,10.5,21.0,0.23333333333333334,3.02349116666656,4.431785666666558,3.8026365860213986,False,False,1189.3889790941878,0.7213571746491939,0.9764978953592428,0.8691599699218784,-2.0774319854247523,1.6583539940403056,1.036278137311551,2,4
1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0,31.0,31.0,31.0,0.34444444444444444,3.613713499999893,4.341956999999893,3.8907423888887824,False,False,1094.5069210816496,0.8677174980571315,0.9998238138996371,0.9695083135080228,-2.0774319854247523,1.6561581575117277,1.0424320618262932,2,4
1.0,1.0,1.0,1.0,1.0,1.0,2.0,31.0,46.0,38.5,77.0,0.8555555555555555,3.860610833333228,4.459357999999899,4.22928105555545,False,False,663.4318088708179,0.8677174980571315,0.9998367202699447,0.972086988299814,-34.005535675982905,1.5138065930056215,0.2869106870293646,2,4
1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,90.0,90.0,90.0,1.0,4.191988666666563,4.466148499999896,4.363592907407304,False,False,556.6288398112921,0.8117759377883312,0.9998367202699447,0.9461278756446306,-34.005535675982905,1.4033113414505833,0.26625879936054186,2,4
