BLINK_N,BLINK_D_Min,BLINK_D_Max,BLINK_D_Mean,BLINK_D_Sum,BLINK_D_RATE,FIX_N,FIX_Min,FIX_Max,FIX_Mean,FIX_Sum,FIX_RATE,PUPIL_D_Min,PUPIL_D_Max,PUPIL_D_Mean,IsDifficult,IsUnderstand,GazeMove_L,HM_Min,HM_Max,HM_Mean,DiffCrossPos_Min,DiffCrossPos_Max,DiffCrossPos_Mean,Page,Panel
1.0,1.0,1.0,1.0,1.0,1.0,4.0,12.0,20.0,15.5,62.0,0.6888888888888889,2.9193089999999926,3.2732389999999896,3.0709813370786447,False,False,1608.8890236698128,0.015535516989644732,0.9968929302929056,0.6223350478850499,-37.734386375356166,2.9649660962291753,0.44123107771724723,2,5
1.0,1.0,1.0,1.0,1.0,1.0,4.0,10.0,13.0,11.75,47.0,0.5222222222222223,2.9185051666666624,3.0965171666666613,2.989898105555552,False,False,1278.4879226815942,0.015535516989644732,0.9905781194548672,0.6929077084257454,-7.2067441951844575,2.9840407444636865,0.9720070858561259,2,2
1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,3.0,10.0,14.0,12.0,36.0,0.4,2.9185051666666624,3.0965171666666613,3.0094416777777737,False,False,815.8691288583207,0.07585982409921209,0.9905781194548672,0.6190236689933333,-80.463301957955,3.155489769039581,-0.6184374803468214,2,2
2.0,0.32222222222222224,0.3333333333333333,0.3277777777777778,0.6555555555555556,0.6555555555555556,4.0,2.0,14.0,9.0,36.0,0.4,2.9497579999999957,3.0919214999999958,3.0111470344827542,False,False,963.9467820372836,0.07585982409921209,0.9902026490618956,0.17189175947634808,-80.463301957955,3.155489769039581,-2.059000582287592,2,1
1.0,0.8222222222222222,0.8222222222222222,0.8222222222222222,0.8222222222222222,0.8222222222222222,3.0,8.0,42.0,20.666666666666668,62.0,0.6888888888888889,2.849924666666664,3.0919214999999958,2.9894552031963433,False,False,805.9124824585147,0.10018754046221603,0.9999775560527135,0.7248487836515997,-24.051807379044263,2.6013940025152436,0.7047927498920439,2,2
1.0,0.8777777777777778,0.8777777777777778,0.8777777777777778,0.8777777777777778,0.8777777777777778,2.0,9.0,40.0,24.5,49.0,0.5444444444444444,2.305066333333331,3.054858166666662,2.947093331223625,False,False,1162.6313175014434,0.42770984037619975,0.9999775560527135,0.9062255625440168,-2.6997214216071193,3.2247634479741945,1.6170846589766534,2,2
3.0,0.14444444444444443,0.37777777777777777,0.24074074074074076,0.7222222222222222,0.7222222222222222,1.0,9.0,9.0,9.0,9.0,0.1,2.1850941666666643,3.011944999999997,2.8847235978835957,False,False,1867.603631498716,0.42770984037619975,0.6839006040587915,0.5570628368820961,-52.91121576281166,3.2247634479741945,0.7409242584289873,2,-1
2.0,0.14444444444444443,0.7,0.4222222222222222,0.8444444444444444,0.8444444444444444,2.0,12.0,19.0,15.5,31.0,0.34444444444444444,2.1850941666666643,2.957110166666664,2.851592344594593,False,False,865.3148970543709,0.8444743373179303,0.9994340687900264,0.9427231203297562,-52.91121576281166,2.7926235733405176,0.6957885491586432,2,4
1.0,1.0,1.0,1.0,1.0,1.0,2.0,12.0,64.0,38.0,76.0,0.8444444444444444,2.7810948333333307,2.9390919999999987,2.8555538166666636,False,False,443.95014969745813,0.8444743373179303,0.9994340687900264,0.9659356184591235,-4.990999520055732,2.750479971537679,0.9767670130563608,2,4
1.0,1.0,1.0,1.0,1.0,1.0,2.0,11.0,72.0,41.5,83.0,0.9222222222222223,2.800908499999998,3.0103454999999952,2.8750939074074036,False,False,817.9220015701595,0.9125442950035542,1.0,0.9878249416377015,-29.841170600870615,2.901903955271199,-0.24541557010050358,2,4
1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,27.0,14.8,74.0,0.8222222222222222,2.818293166666661,3.0103454999999952,2.886469664814812,False,False,1209.30492497671,0.7735737268818522,1.0,0.9764163436407415,-29.841170600870615,3.0244691148401674,0.5585181741945878,2,4
1.0,1.0,1.0,1.0,1.0,1.0,4.0,10.0,27.0,19.5,78.0,0.8666666666666667,2.822995499999996,2.9447226666666624,2.8661251148148117,False,False,663.3247152550466,0.7735737268818522,0.9999713018752732,0.9470996805982655,-6.837854262836501,3.0244691148401674,1.8606639924045356,2,4
1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,60.0,28.333333333333332,85.0,0.9444444444444444,2.747136166666664,2.915690166666664,2.823380679629627,False,False,368.0476376803721,0.9056587948458182,1.0,0.9691498281429306,-6.837854262836501,2.7301610639271336,1.9841389615565044,2,4
1.0,1.0,1.0,1.0,1.0,1.0,2.0,40.0,48.0,44.0,88.0,0.9777777777777777,2.747136166666664,2.8646698333333287,2.8029459111111077,False,False,332.067396247499,0.8538743679389815,1.0,0.9739180641269823,1.669757120972248,2.8199137805718077,2.4950888558827637,2,4
1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,67.0,27.333333333333332,82.0,0.9111111111111111,2.7775826666666634,2.962565166666661,2.847165388888884,False,False,594.3686018393588,0.3929856326026508,0.9988194329700708,0.9096645507200269,-1.0102868830390013,2.8199137805718077,2.3088059582402254,2,4
1.0,0.9,0.9,0.9,0.9,0.9,3.0,10.0,40.0,24.0,72.0,0.8,2.8133139999999948,2.9945271666666606,2.8983601090534914,False,False,593.7880515313191,0.3929856326026508,0.9999878610736244,0.9243416678591322,-1.7977223952508266,2.69563478021675,1.7116452290770008,2,5
3.0,0.08888888888888889,0.4,0.22592592592592592,0.6777777777777778,0.6777777777777778,2.0,12.0,35.0,23.5,47.0,0.5222222222222223,2.3071518333333283,3.007164166666661,2.920066983050841,False,False,1153.8912110140232,0.011375239381787205,0.9999878610736244,0.7852728844248683,-1.7977223952508266,2.85687632406663,1.4296831250296709,2,5
2.0,0.18888888888888888,0.5888888888888889,0.3888888888888889,0.7777777777777778,0.7777777777777778,3.0,8.0,12.0,10.333333333333334,31.0,0.34444444444444444,2.3071518333333283,3.007164166666661,2.932757784313719,False,False,922.5398930630312,0.011375239381787205,0.9990516637958972,0.651152199794615,0.1590737424090709,2.85687632406663,1.5461316616964322,2,5
1.0,1.0,1.0,1.0,1.0,1.0,2.0,11.0,53.0,32.0,64.0,0.7111111111111111,2.8276773333333285,2.983645166666661,2.911981287037031,False,False,439.92827669474343,0.9380335645515456,0.9990516637958972,0.9837829125479053,-0.4711231964528144,2.215100508353174,1.5213031416968812,2,5
1.0,1.0,1.0,1.0,1.0,1.0,2.0,37.0,50.0,43.5,87.0,0.9666666666666667,2.8276773333333285,2.9367699999999943,2.8632866944444397,False,False,304.647610722895,0.9380335645515456,1.0,0.9839204497516971,-0.4711231964528144,2.0665824760895086,1.5020757757232415,2,5
1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,77.0,41.0,82.0,0.9111111111111111,2.8067804999999955,2.872154166666661,2.844564551851848,False,False,342.7576102406858,0.9391803693110544,1.0,0.9830418260809949,0.899449607851512,2.170868562172103,1.5991306141102415,2,5
1.0,1.0,1.0,1.0,1.0,1.0,3.0,11.0,40.0,27.0,81.0,0.9,2.8067804999999955,2.9340083333333293,2.8676898037036986,False,False,621.5875108960853,0.6804886438104418,0.9961496261578622,0.8752651172313308,0.29905090503099574,2.876870550270873,1.9165086629353403,2,5
1.0,1.0,1.0,1.0,1.0,1.0,2.0,10.0,75.0,42.5,85.0,0.9444444444444444,2.8147458333333293,2.9340083333333293,2.8835977870370333,False,False,644.2421947944515,0.6804886438104418,0.9998468700278912,0.8549696661158876,0.29905090503099574,2.876870550270873,1.988618502597355,2,5
2.0,0.3,0.5666666666666667,0.43333333333333335,0.8666666666666667,0.8666666666666667,2.0,23.0,51.0,37.0,74.0,0.8222222222222222,2.391443833333328,3.0024769999999936,2.8818849350649303,False,False,517.0113068577682,0.5629157851854109,0.9998468700278912,0.8998985570531698,-5.3437332598013985,3.1029952761741924,1.488239604304978,2,5
2.0,0.06666666666666667,0.8,0.43333333333333335,0.8666666666666667,0.8666666666666667,2.0,6.0,68.0,37.0,74.0,0.8222222222222222,2.391443833333328,3.0024769999999936,2.939323099567094,False,False,538.1670421045606,0.5629157851854109,0.9995338654006836,0.8483463943434296,-5.3437332598013985,3.1029952761741924,1.6206881573307885,2,5
1.0,1.0,1.0,1.0,1.0,1.0,3.0,10.0,58.0,27.333333333333332,82.0,0.9111111111111111,2.9439953333333304,3.2379938333333333,3.0267937814814787,False,False,562.5626585958971,0.6492758262328195,0.9401176626997702,0.8151492586107472,-3.871465573787751,2.943727774885328,1.8193368838026196,2,5
1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,28.0,15.0,75.0,0.8333333333333334,2.945083833333331,3.2856471666666685,3.1574774499999996,False,False,891.2466238815314,0.1888755795079332,0.9997867448722816,0.7707128151465561,-17.611663017382867,2.943727774885328,1.0410919865978683,2,5
1.0,1.0,1.0,1.0,1.0,1.0,4.0,8.0,40.0,20.0,80.0,0.8888888888888888,3.0276185000000013,3.2856471666666685,3.1935027092592594,False,False,852.6414527580698,0.1888755795079332,1.0,0.8790548226525106,-17.611663017382867,2.8486608993328177,0.7177302681310878,2,5
1.0,1.0,1.0,1.0,1.0,1.0,2.0,34.0,53.0,43.5,87.0,0.9666666666666667,3.010739500000001,3.2598165000000012,3.0992009037037027,False,False,456.752002165788,0.9272403507894492,1.0,0.9696938173421527,-8.2383248516551,2.2185717376999587,0.996786593557829,2,5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,90.0,90.0,90.0,1.0,2.9342550000000007,3.0698546666666653,3.0102943685185193,False,False,237.3295186197882,0.9272403507894492,0.9982343797777196,0.9709909056659786,-8.2383248516551,2.024077380551092,0.9717964067758952,2,5
1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,74.0,41.0,82.0,0.9111111111111111,2.8168133333333314,3.0071485000000013,2.9471071,False,False,818.190211603993,0.340732947761797,1.0000000000000002,0.9318430050197984,-4.237275672617958,2.8434188212775218,1.1722032242140723,2,5
1.0,1.0,1.0,1.0,1.0,1.0,4.0,10.0,29.0,18.75,75.0,0.8333333333333334,2.7463201666666635,2.9536183333333312,2.8766199537037007,False,False,952.0667243052468,0.2667890399867825,1.0000000000000002,0.5753710699731411,-3.893822132241455,2.8434188212775218,0.9307512894925399,2,6
1.0,0.9,0.9,0.9,0.9,0.9,4.0,2.0,34.0,19.25,77.0,0.8555555555555555,2.6836574999999976,2.9305571666666634,2.786583411522631,False,False,387.18848911141913,0.2538102150333994,0.3441166686349726,0.29185651566850895,-24.73615926832612,2.871215973192942,0.6336814160163649,2,6
2.0,0.3333333333333333,0.4,0.36666666666666664,0.7333333333333333,0.7333333333333333,3.0,2.0,21.0,13.666666666666666,41.0,0.45555555555555555,2.6836574999999976,3.024889666666663,2.809040946153843,False,False,1182.6514152358272,0.2538102150333994,0.9023910998840804,0.32063092959252615,-24.73615926832612,2.871215973192942,1.0244437076108668,2,6
