BLINK_N,BLINK_D_Min,BLINK_D_Max,BLINK_D_Mean,BLINK_D_Sum,BLINK_D_RATE,FIX_N,FIX_Min,FIX_Max,FIX_Mean,FIX_Sum,FIX_RATE,PUPIL_D_Min,PUPIL_D_Max,PUPIL_D_Mean,IsDifficult,IsUnderstand,GazeMove_L,HM_Min,HM_Max,HM_Mean,DiffCrossPos_Min,DiffCrossPos_Max,DiffCrossPos_Mean,Page,Panel
1.0,0.9,0.9,0.9,0.9,0.9,2.0,5.0,22.0,13.5,27.0,0.3,2.354629666666671,3.0468775000000057,2.6112393189300445,False,False,1807.1823824650696,0.7866800784801679,0.9653062380099996,0.8551517336270509,-150.5765198740249,1.9249610939722455,-1.4803585321339077,2,2
1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,17.0,12.0,36.0,0.4,2.354629666666671,2.777392333333335,2.6182669796296323,False,False,1523.6455008678358,0.11322186732849207,0.9661684105556944,0.5423367394239108,-150.5765198740249,1.9249610939722455,-1.6865338313991227,2,-1
1.0,1.0,1.0,1.0,1.0,1.0,4.0,9.0,32.0,17.5,70.0,0.7777777777777778,2.61950166666667,2.8588815000000025,2.7366696481481516,False,False,845.9850423688287,0.11322186732849207,0.9999816139359544,0.5370692442752707,-10.913633290388297,1.6859734227029062,0.02908333366886215,2,1
1.0,1.0,1.0,1.0,1.0,1.0,2.0,27.0,57.0,42.0,84.0,0.9333333333333333,2.6260856666666696,2.8588815000000025,2.7249379055555583,False,False,504.05834254907853,0.30994564117031664,0.9999816139359544,0.7994778397449109,-0.504803688278483,1.1353567575887367,0.36351259552315995,2,2
1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,80.0,42.0,84.0,0.9333333333333333,2.6260856666666696,2.948921333333337,2.781967011111113,False,False,648.4016812454615,0.4160969463613736,0.9999203731676144,0.9539907562298093,-0.504803688278483,1.547806422021883,0.2086521679837871,2,2
1.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,36.0,26.333333333333332,79.0,0.8777777777777778,2.683934666666669,2.948921333333337,2.833550222222223,False,False,1008.7484715117253,0.3893489943599266,0.9999800416948088,0.7355460524229364,-2.7331929707726257,1.547806422021883,0.529570683311834,2,-1
1.0,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,3.0,13.0,32.0,22.333333333333332,67.0,0.7444444444444445,2.683934666666669,2.912638333333335,2.7947815901960813,False,False,1080.5430158658742,0.3893489943599266,0.9999800416948088,0.68480902271776,-3.2337412550144435,1.4748402952523845,0.5027794109515433,2,-1
2.0,0.4444444444444444,0.4666666666666667,0.45555555555555555,0.9111111111111111,0.9111111111111111,3.0,5.0,44.0,23.666666666666668,71.0,0.7888888888888889,2.6926015000000025,2.912638333333335,2.798565746913581,False,False,938.6469842602542,0.5769513835137202,0.9997041290523808,0.934266708510835,-3.2337412550144435,1.4365297293556896,0.4867129179859114,2,4
1.0,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,89.0,89.0,89.0,89.0,0.9888888888888889,2.7094065,2.9586461666666684,2.8299438934108534,False,False,383.372208693678,0.7926687818758941,1.0000000000000002,0.9834938464022069,0.019419912443388032,1.3743442830352688,0.6364363665571067,2,4
1.0,0.8222222222222222,0.8222222222222222,0.8222222222222222,0.8222222222222222,0.8222222222222222,2.0,4.0,73.0,38.5,77.0,0.8555555555555555,2.132278333333337,2.9586461666666684,2.854420105855859,False,False,214.76055179449023,0.9773064496283136,1.0000000000000002,0.9946206629224096,0.3717415643866091,1.3717481259917923,0.5896577355805585,2,4
