BLINK_N,BLINK_D_Min,BLINK_D_Max,BLINK_D_Mean,BLINK_D_Sum,BLINK_D_RATE,FIX_N,FIX_Min,FIX_Max,FIX_Mean,FIX_Sum,FIX_RATE,FrameCount,Time,PUPIL_D_Min,PUPIL_D_Max,PUPIL_D_Mean,GazeMove_L,HM_Min,HM_Max,HM_Mean,VGC_Min,VGC_Max,VGC_Mean,Page,Panel,IsDifficult,IsUnderStand
1.0,0.32222222222222224,0.32222222222222224,0.32222222222222224,0.32222222222222224,1.0,1.0,0.3,0.3,0.3,0.3,0.9310344827586207,29,0.32222222222222224,3.0483704999999968,3.0483704999999968,3.0483704999999968,1413.106420581663,,,,0.6566470493581869,0.6566470493581869,0.6566470493581869,2,-1,,
1.0,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,1.0,0.0,,,,0.0,0.0,2,0.022222222222222223,2.987622499999997,3.0017573333333303,2.9946899166666636,163.0329145505594,,,,-0.5731661435086348,0.6566470493581869,0.04174045292477602,2,6,False,False
1.0,0.24444444444444444,0.24444444444444444,0.24444444444444444,0.24444444444444444,1.0,1.0,0.1,0.1,0.1,0.1,0.4090909090909091,22,0.24444444444444444,2.6844481666666637,3.0176619999999965,2.8153284166666634,810.1980675962482,0.3299384695442897,0.4018751775162269,0.3564939574527445,0.603568572966958,2.3296616580988774,1.3590654199496537,2,5,False,False
1.0,0.2111111111111111,0.2111111111111111,0.2111111111111111,0.2111111111111111,1.0,1.0,0.07777777777777778,0.07777777777777778,0.07777777777777778,0.07777777777777778,0.3684210526315789,19,0.2111111111111111,2.6187288333333303,2.6989796666666632,2.6513991491228044,292.0482979725743,0.4592526764025425,0.5386763439108636,0.49825340231398024,-2.818356166254391,2.4882102752271833,1.1878462162164543,2,2,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1,0.011111111111111112,2.656199166666665,2.656199166666665,2.656199166666665,0.0,0.4913578796202233,0.4913578796202233,0.4913578796202233,1.3945972606610388,1.3945972606610388,1.3945972606610388,2,-1,,
1.0,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,1.0,1.0,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,1.0,2,0.022222222222222223,2.658894999999998,2.6645229999999978,2.661708999999998,21.07609750390475,0.32848821074899226,0.4913578796202233,0.40992304518460776,1.1781443486263443,1.3945972606610388,1.2863708046436915,2,2,False,False
1.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,1.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,5,0.05555555555555555,2.606620833333333,2.675928666666666,2.658369999999999,34.86733573625382,0.2141374778751959,0.2748626145595299,0.24954647635820545,1.2973263800516237,2.325613970962288,1.748082017353522,2,-1,,
1.0,0.28888888888888886,0.28888888888888886,0.28888888888888886,0.28888888888888886,1.0,1.0,0.2111111111111111,0.2111111111111111,0.2111111111111111,0.2111111111111111,0.7307692307692307,26,0.28888888888888886,2.1518808333333315,2.7867561666666654,2.648930006410256,705.6609182417499,0.034302274491895685,0.08433974289791886,0.06540289488066432,-2.2620081012046938,2.3381357788365653,1.808615690181433,2,2,False,False
1.0,0.044444444444444446,0.044444444444444446,0.044444444444444446,0.044444444444444446,0.8,0.0,,,,0.0,0.0,5,0.05555555555555555,2.6299665,2.755048166666666,2.705884222222222,153.93160803723634,,,,2.3391042243642275,2.3606135080039996,2.350406904306422,2,2,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1,0.011111111111111112,2.7545623333333324,2.7545623333333324,2.7545623333333324,0.0,,,,2.4032980125732797,2.4032980125732797,2.4032980125732797,2,-1,,
