BLINK_N,BLINK_D_Min,BLINK_D_Max,BLINK_D_Mean,BLINK_D_Sum,BLINK_D_RATE,FIX_N,FIX_Min,FIX_Max,FIX_Mean,FIX_Sum,FIX_RATE,FrameCount,Time,PUPIL_D_Min,PUPIL_D_Max,PUPIL_D_Mean,GazeMove_L,HM_Min,HM_Max,HM_Mean,VGC_Min,VGC_Max,VGC_Mean,Page,Panel,IsDifficult,IsUnderStand
1.0,0.5444444444444444,0.5444444444444444,0.5444444444444444,0.5444444444444444,1.0,1.0,0.5,0.5,0.5,0.5,0.9183673469387755,49,0.5444444444444444,2.5176846666666206,2.7507804999999537,2.6131614444443985,962.5996287842429,,,,1.4049827960795218,1.5018541833906944,1.4502532216225876,2,-1,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,6,0.06666666666666667,2.167129333333288,2.167129333333288,2.167129333333288,168.7719768992303,,,,1.5242119129938008,1.5242119129938008,1.5242119129938008,2,6,False,False
1.0,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,1.0,0.0,,,,0.0,0.0,2,0.022222222222222223,2.8125686666666208,2.824529166666621,2.8185489166666207,0.0,,,,-1.1537475667361625,0.45841194322840306,-0.34766781175387973,2,-1,,
1.0,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,1.0,1.0,0.1,0.1,0.1,0.1,0.2571428571428571,35,0.3888888888888889,2.89116916666662,3.2021256666666207,3.107819433333288,714.0138458439513,0.3590268716508455,0.6531208547165258,0.4857710332703304,-473.06079971124854,1.4564634400808734,-13.142470937256087,2,5,False,False
1.0,0.044444444444444446,0.044444444444444446,0.044444444444444446,0.044444444444444446,1.0,0.0,,,,0.0,0.0,4,0.044444444444444446,3.2230759999999536,3.3067551666666204,3.2681689166666206,140.86999282596128,,,,-3.769598475605941,0.7546820589942054,-1.2587793764246316,2,-1,,
1.0,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,1.0,0.0,,,,0.0,0.0,2,0.022222222222222223,3.2749811666666204,3.2749811666666204,3.2749811666666204,1375.5592715729122,,,,-1.4516344465399524,-1.4516344465399524,-1.4516344465399524,2,-1,,
1.0,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.17777777777777778,1.0,1.0,0.12222222222222222,0.12222222222222222,0.12222222222222222,0.12222222222222222,0.6875,16,0.17777777777777778,3.1314493333332862,3.2731706666666205,3.2262283222221755,1510.7266445169835,0.06388735448878202,0.15231361114438552,0.12052839844346849,-0.9360757542246549,1.5066243368038268,0.23587551331747728,2,2,False,False
1.0,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,1.0,0.0,,,,0.0,0.0,2,0.022222222222222223,3.133404833333286,3.133404833333286,3.133404833333286,1409.5431787852467,,,,1.0529422891904672,1.0529422891904672,1.0529422891904672,2,-1,,
1.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,1.0,1.0,0.12222222222222222,0.12222222222222222,0.12222222222222222,0.12222222222222222,0.9166666666666666,12,0.13333333333333333,3.06122066666662,3.1297098333332856,3.0996589696969226,1442.5059178222475,0.021083236604170903,0.04235951573765264,0.027342107014005614,-0.24147011927607176,1.3732094125118885,1.0130493550759605,2,2,False,False
1.0,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,1.0,0.0,,,,0.0,0.0,2,0.022222222222222223,3.119267833333287,3.119267833333287,3.119267833333287,1215.6730560419371,,,,-1.5928452924894314,-1.5928452924894314,-1.5928452924894314,2,-1,,
