BLINK_N,BLINK_D_Min,BLINK_D_Max,BLINK_D_Mean,BLINK_D_Sum,BLINK_D_RATE,FIX_N,FIX_Min,FIX_Max,FIX_Mean,FIX_Sum,FIX_RATE,FrameCount,Time,PUPIL_D_Min,PUPIL_D_Max,PUPIL_D_Mean,GazeMove_L,HM_Min,HM_Max,HM_Mean,VGC_Min,VGC_Max,VGC_Mean,Page,Panel,IsDifficult,IsUnderStand
1.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,1.0,1.0,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.6666666666666666,3,0.03333333333333333,3.318110166666667,3.327992666666667,3.322564888888889,1.725980952965618,393.7493532697123,393.7493532697123,393.7493532697123,0.9484362197371561,1.0982075361337242,1.0076578007139945,2,-1.0,,
1.0,0.37777777777777777,0.37777777777777777,0.37777777777777777,0.37777777777777777,1.0,1.0,0.3111111111111111,0.3111111111111111,0.3111111111111111,0.3111111111111111,0.8235294117647058,34,0.37777777777777777,3.3155925,3.3579738333333338,3.329563848039216,549.5176378279898,337.0991683094282,383.877755653366,366.83518417965945,0.3740648308111325,1.813678421151007,0.9361565466549303,2,5.0,False,False
1.0,0.2,0.2,0.2,0.2,1.0,1.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.6666666666666666,18,0.2,3.1261620000000003,3.3206431666666667,3.1953611481481476,417.4559909012066,102.23791231816612,145.3484649192489,114.48840003118593,1.6949414248079004,2.0902468062507515,1.8699828502809421,2,3.0,False,False
1.0,0.25555555555555554,0.25555555555555554,0.25555555555555554,0.25555555555555554,1.0,1.0,0.14444444444444443,0.14444444444444443,0.14444444444444443,0.14444444444444443,0.5652173913043478,23,0.25555555555555554,3.0199510000000003,3.148129666666667,3.075693514492754,286.79034092936456,77.62046656853188,660.9189974322574,191.3788655188135,1.4806565849041413,2.1687193035454,1.914409473317761,2,1.0,False,False
2.0,0.37777777777777777,1.3666666666666667,0.8722222222222222,1.7444444444444445,0.9515151515151515,4.0,0.1,1.0444444444444445,0.3472222222222222,1.3888888888888888,0.7575757575757576,165,1.8333333333333333,1.887105166666667,3.2621865000000003,3.0742147115384615,5227.117224784213,93.93729353023473,715.5706720100139,574.7317369847666,1.164768395693112,2.1228466957584415,1.7476814679431107,2,2.0,False,False
2.0,0.37777777777777777,1.3666666666666667,0.8722222222222222,1.7444444444444445,0.9515151515151515,4.0,0.1,1.0444444444444445,0.3472222222222222,1.3888888888888888,0.7575757575757576,165,1.8333333333333333,1.887105166666667,3.2621865000000003,3.0742147115384615,5227.117224784213,93.93729353023473,715.5706720100139,574.7317369847666,1.164768395693112,2.1228466957584415,1.7476814679431107,2,2.0,False,False
1.0,0.5888888888888889,0.5888888888888889,0.5888888888888889,0.5888888888888889,1.0,1.0,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.9056603773584906,53,0.5888888888888889,2.994941666666667,3.091435833333333,3.033014320754717,952.497557309638,134.71486860415231,440.3438592271349,244.13526829097955,1.3234032616136187,1.9829692137489903,1.7801506140729633,2,3.0,False,False
2.0,0.9444444444444444,1.1333333333333333,1.038888888888889,2.077777777777778,0.949238578680203,2.0,0.8444444444444444,1.0888888888888888,0.9666666666666667,1.9333333333333333,0.883248730964467,197,2.188888888888889,1.5922395,3.1587523333333336,3.029942090501794,4415.927565743603,61.49984111448533,855.0324385549463,673.9649613998838,-2.5155872247959508,2.046167927157723,1.778095998882642,2,2.0,False,False
2.0,0.9444444444444444,1.1333333333333333,1.038888888888889,2.077777777777778,0.949238578680203,2.0,0.8444444444444444,1.0888888888888888,0.9666666666666667,1.9333333333333333,0.883248730964467,197,2.188888888888889,1.5922395,3.1587523333333336,3.029942090501794,4415.927565743603,61.49984111448533,855.0324385549463,673.9649613998838,-2.5155872247959508,2.046167927157723,1.778095998882642,2,2.0,False,False
1.0,0.36666666666666664,0.36666666666666664,0.36666666666666664,0.36666666666666664,1.0,1.0,0.28888888888888886,0.28888888888888886,0.28888888888888886,0.28888888888888886,0.7878787878787877,33,0.36666666666666664,2.9033813333333334,2.9887468333333334,2.934539752525253,309.4046496959837,181.621160798316,192.5786488714099,191.35856041871205,1.172215646397416,1.6551421664266075,1.4757803987857057,2,4.0,False,False
