BLINK_N,BLINK_D_Min,BLINK_D_Max,BLINK_D_Mean,BLINK_D_Sum,BLINK_D_RATE,FIX_N,FIX_Min,FIX_Max,FIX_Mean,FIX_Sum,FIX_RATE,FrameCount,Time,PUPIL_D_Min,PUPIL_D_Max,PUPIL_D_Mean,Panel_Move,Tile_Move,GazeMove_L,HM_Min,HM_Max,HM_Mean,VGC_Min,VGC_Max,VGC_Mean,Page,Panel,IsDifficult,IsUnderStand
1.0,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,1.0,1.0,0.15555555555555556,0.15555555555555556,0.15555555555555556,0.15555555555555556,0.56,25,0.2777777777777778,2.730227333333334,3.3536045,3.0400028333333338,-0.16666666666666666,1.0,1374.3734096616645,,,,1.183940387534563,1.2382047391852207,1.2110725633598918,2,-1.0,,
1.0,0.07777777777777778,0.07777777777777778,0.07777777777777778,0.07777777777777778,1.0,0.0,,,,0.0,0.0,7,0.07777777777777778,2.709439666666667,3.115321,2.939282880952381,1.0,-0.2142857142857143,399.9333742785866,,,,-0.4894778846756678,2.093746755484465,1.5058319293036093,2,5.0,False,False
1.0,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.17777777777777778,1.0,0.0,,,,0.0,0.0,16,0.17777777777777778,2.813591,3.219034833333333,3.033027250000001,-0.5,-0.5357142857142857,568.695481250637,,,,0.7163785044370952,1.7941483586723868,1.061199541681699,2,2.0,False,False
2.0,0.022222222222222223,0.7888888888888889,0.40555555555555556,0.8111111111111111,0.9125,1.0,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.5,80,0.8888888888888888,2.1472065000000007,3.0365703333333336,2.940127858796297,-0.16666666666666666,0.0,3484.986355408404,282.28141126206594,413.6752552857838,358.28798002269724,-6.581249855187472,2.0944258920017167,-0.31164947713612423,2,1.0,False,False
1.0,0.08888888888888889,0.08888888888888889,0.08888888888888889,0.08888888888888889,1.0,1.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.375,8,0.08888888888888889,2.6141203333333336,2.848561666666667,2.759711895833334,0.16666666666666666,0.0,54.75605909730437,739.8638793934141,745.6416529385131,742.7527661659635,-0.06617282126102797,2.0057611029555207,1.1731653430098086,2,2.0,False,False
1.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,1.0,1.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,1.0,12,0.13333333333333333,2.838190833333334,2.955797833333333,2.922896708333333,-0.16666666666666666,0.0,82.6114627068475,688.0919343311554,755.1738631077786,717.5970449539119,-4.60000684216981,0.5310247064627134,-1.0644341739086889,2,1.0,False,False
1.0,0.15555555555555556,0.15555555555555556,0.15555555555555556,0.15555555555555556,1.0,1.0,0.044444444444444446,0.044444444444444446,0.044444444444444446,0.044444444444444446,0.2857142857142857,14,0.15555555555555556,2.956420833333334,3.0998053333333337,3.0168521785714293,0.16666666666666666,0.0,75.19901623785246,645.4025243386372,668.1198985847411,656.7612114616892,-1.5416788117715563,1.7674167835532841,-0.11032156109395684,2,2.0,False,False
1.0,1.1777777777777778,1.1777777777777778,1.1777777777777778,1.1777777777777778,1.0,1.0,1.1333333333333333,1.1333333333333333,1.1333333333333333,1.1333333333333333,0.9622641509433962,106,1.1777777777777778,3.007237666666667,3.2150295,3.0910174622641513,-0.16666666666666666,0.004716981132075471,550.5280291447917,643.8586646500924,755.9454213794911,723.6374446159887,-1.4543188054115976,1.9499511278845416,1.057303167210715,2,1.0,False,False
1.0,0.5111111111111111,0.5111111111111111,0.5111111111111111,0.5111111111111111,1.0,2.0,0.18888888888888888,0.2,0.19444444444444445,0.3888888888888889,0.7608695652173914,46,0.5111111111111111,3.095644666666667,3.2653250000000003,3.1874716231884057,0.3333333333333333,0.24528301886792453,552.987546580882,0.4647796665047841,289.2050132200524,220.50158369686065,-4.151049148569729,2.045193656285703,0.07310100406194985,2,3.0,False,False
1.0,0.4111111111111111,0.4111111111111111,0.4111111111111111,0.4111111111111111,1.0,1.0,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.6756756756756757,37,0.4111111111111111,1.7607575000000004,3.259424833333334,3.002402666666667,-0.3333333333333333,-0.02702702702702703,2974.710578841236,0.3704627873420582,66.45479512455574,36.516864398708705,-1.242774181017281,2.117582007825638,1.2508285052600916,2,1.0,False,False
