BLINK_N,BLINK_D_Min,BLINK_D_Max,BLINK_D_Mean,BLINK_D_Sum,BLINK_D_RATE,FIX_N,FIX_Min,FIX_Max,FIX_Mean,FIX_Sum,FIX_RATE,FrameCount,Time,PUPIL_D_Min,PUPIL_D_Max,PUPIL_D_Mean,GazeMove_L,HM_Min,HM_Max,HM_Mean,VGC_Min,VGC_Max,VGC_Mean,Page,Panel,IsDifficult,IsUnderStand
1.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.08571428571428572,1.0,0.32222222222222224,0.32222222222222224,0.32222222222222224,0.32222222222222224,0.8285714285714286,35,0.3888888888888889,3.440628,3.5182368333333334,3.4794324166666666,1792.3436573047738,,,,1.542285909989408,1.542285909989408,1.542285909989408,2,-1.0,,
1.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,1.0,1.0,0.24444444444444444,0.24444444444444444,0.24444444444444444,0.24444444444444444,0.9166666666666666,24,0.26666666666666666,3.073077,3.4328995,3.236859736111111,679.2841206153073,294.5398514527602,730.2882913754431,461.62449581880986,-21.858625741805398,1.8986696434838395,-0.1918007683455677,2,3.0,False,False
1.0,0.5666666666666667,0.5666666666666667,0.5666666666666667,0.5666666666666667,1.0,1.0,0.5666666666666667,0.5666666666666667,0.5666666666666667,0.5666666666666667,1.0,51,0.5666666666666667,2.8472085000000003,3.0711441666666666,2.9322109509803926,675.373469625447,183.44029010138303,861.9473116915134,285.8476206361712,-7.093412673112804,2.538700560514716,0.972461600618705,2,1.0,False,False
1.0,0.3,0.3,0.3,0.3,1.0,1.0,0.3,0.3,0.3,0.3,1.0,27,0.3,2.8684006666666666,3.149411333333333,2.948249086419753,318.3218917310233,540.4798835103497,891.2704033249192,743.8546399275557,-0.6911330751941396,2.398419573277727,1.9093592012426923,2,2.0,False,False
1.0,0.3,0.3,0.3,0.3,1.0,1.0,0.3,0.3,0.3,0.3,1.0,27,0.3,2.8684006666666666,3.149411333333333,2.948249086419753,318.3218917310233,540.4798835103497,891.2704033249192,743.8546399275557,-0.6911330751941396,2.398419573277727,1.9093592012426923,2,2.0,False,False
1.0,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.6111111111111112,1.0,1.0,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.6111111111111112,1.0000000000000002,55,0.6111111111111112,3.158866833333333,3.494479,3.2411709363636367,736.3917137497582,232.5955318308545,816.494402322229,544.3284329349156,-78.7178174388016,2.5086800732926084,-1.088058898311461,2,1.0,False,False
1.0,0.6,0.6,0.6,0.6,1.0,1.0,0.6,0.6,0.6,0.6,1.0,54,0.6,3.329117,3.5592321666666664,3.4759692469135812,724.886968473153,146.69206123319924,886.7248019939756,773.1359635193519,-1.2107995511732166,2.358607831585078,1.6920053919624536,2,2.0,False,False
1.0,0.6,0.6,0.6,0.6,1.0,1.0,0.6,0.6,0.6,0.6,1.0,54,0.6,3.329117,3.5592321666666664,3.4759692469135812,724.886968473153,146.69206123319924,886.7248019939756,773.1359635193519,-1.2107995511732166,2.358607831585078,1.6920053919624536,2,2.0,False,False
1.0,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.23333333333333334,1.0,1.0,0.2,0.2,0.2,0.2,0.8571428571428571,21,0.23333333333333334,3.4273070000000003,3.4910378333333334,3.453225849206349,457.0821075378007,317.68545070295926,333.7178182756723,328.2553277755837,-1.6167755439423388,2.084199015382246,1.1346939891778376,2,1.0,False,False
1.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.10714285714285714,0.0,,,,0.0,0.0,28,0.3111111111111111,3.5356063333333334,3.5356063333333334,3.5356063333333334,4213.291737037263,,,,1.5565594625800458,1.5565594625800458,1.5565594625800458,2,3.0,False,False
1.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556,1.0,1.0,0.9111111111111111,0.9111111111111111,0.9111111111111111,0.9111111111111111,0.9534883720930233,86,0.9555555555555556,3.0365625000000005,3.7582423333333335,3.355029730620155,1126.619461242806,374.5036254128988,884.7718058405662,777.3796216750508,-6.299671968287186,2.316835246883578,1.4873123427824315,2,2.0,False,False
1.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556,1.0,1.0,0.9111111111111111,0.9111111111111111,0.9111111111111111,0.9111111111111111,0.9534883720930233,86,0.9555555555555556,3.0365625000000005,3.7582423333333335,3.355029730620155,1126.619461242806,374.5036254128988,884.7718058405662,777.3796216750508,-6.299671968287186,2.316835246883578,1.4873123427824315,2,2.0,False,False
1.0,0.1,0.1,0.1,0.1,1.0,1.0,0.1,0.1,0.1,0.1,1.0,9,0.1,3.189397166666667,3.2096021666666665,3.196809537037037,178.93424939106427,463.3386254070194,805.593708445029,675.2485437559354,1.4851560099421497,2.077851478373649,1.6514115947336279,2,1.0,False,False
1.0,0.25555555555555554,0.25555555555555554,0.25555555555555554,0.25555555555555554,1.0,1.0,0.25555555555555554,0.25555555555555554,0.25555555555555554,0.25555555555555554,1.0,23,0.25555555555555554,3.169883666666667,3.383339,3.2430475724637686,376.34071863467,209.661444489186,818.8783426837682,728.1649072555921,-2.5843304221856647,2.2806471515609092,0.7203727333598139,2,2.0,False,False
1.0,0.25555555555555554,0.25555555555555554,0.25555555555555554,0.25555555555555554,1.0,1.0,0.25555555555555554,0.25555555555555554,0.25555555555555554,0.25555555555555554,1.0,23,0.25555555555555554,3.169883666666667,3.383339,3.2430475724637686,376.34071863467,209.661444489186,818.8783426837682,728.1649072555921,-2.5843304221856647,2.2806471515609092,0.7203727333598139,2,2.0,False,False
1.0,0.6555555555555556,0.6555555555555556,0.6555555555555556,0.6555555555555556,1.0,1.0,0.6555555555555556,0.6555555555555556,0.6555555555555556,0.6555555555555556,1.0,59,0.6555555555555556,3.286064,3.487213,3.379419090395481,1293.4273981822307,23.75218761610531,827.4360407012302,267.96684030918357,0.42082960477048514,2.4362085789036114,1.5262033481402977,2,1.0,False,False
1.0,0.4111111111111111,0.4111111111111111,0.4111111111111111,0.4111111111111111,1.0,1.0,0.37777777777777777,0.37777777777777777,0.37777777777777777,0.37777777777777777,0.918918918918919,37,0.4111111111111111,3.440236333333333,3.5082145,3.4602872477477478,405.5236254603186,710.5446838353805,826.434312837115,783.9356198625787,0.28957746100295756,2.250294528790802,1.9365079665936384,2,2.0,False,False
1.0,0.4111111111111111,0.4111111111111111,0.4111111111111111,0.4111111111111111,1.0,1.0,0.37777777777777777,0.37777777777777777,0.37777777777777777,0.37777777777777777,0.918918918918919,37,0.4111111111111111,3.440236333333333,3.5082145,3.4602872477477478,405.5236254603186,710.5446838353805,826.434312837115,783.9356198625787,0.28957746100295756,2.250294528790802,1.9365079665936384,2,2.0,False,False
1.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,1.0,1.0,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.875,24,0.26666666666666666,3.3564505000000007,3.4391173333333334,3.402477583333333,304.14195619686774,60.08221108533837,585.3243839873683,389.1373892764098,0.34512946522974275,2.125256166334884,0.8745410406920128,2,3.0,False,False
1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.6666666666666666,15,0.16666666666666666,3.045204,3.388369166666667,3.2636200222222223,657.1867120339514,60.08221108533837,206.1822164994764,156.11444155976545,1.7616859557487352,2.1353206268041593,2.0621615940991944,2,1.0,False,False
2.0,0.4222222222222222,1.9555555555555555,1.1888888888888889,2.3777777777777778,0.8663967611336032,2.0,0.3888888888888889,1.9222222222222223,1.1555555555555554,2.311111111111111,0.8421052631578946,247,2.7444444444444445,2.9606095000000003,3.3125280000000004,3.0925103482003147,2061.376452887004,10.816253787013837,1176.5825557609098,723.9127503800642,-29.56018431355231,2.294982982938567,1.4207001419006364,2,2.0,False,False
2.0,0.4222222222222222,1.9555555555555555,1.1888888888888889,2.3777777777777778,0.8663967611336032,2.0,0.3888888888888889,1.9222222222222223,1.1555555555555554,2.311111111111111,0.8421052631578946,247,2.7444444444444445,2.9606095000000003,3.3125280000000004,3.0925103482003147,2061.376452887004,10.816253787013837,1176.5825557609098,723.9127503800642,-29.56018431355231,2.294982982938567,1.4207001419006364,2,2.0,False,False
1.0,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,1.0,1.0,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889,1.0,35,0.3888888888888889,2.9394681666666664,3.015943,2.992576257142858,73.32797456455873,1086.484206377119,1154.7278236130282,1116.0357728334698,-4.369773347195142,1.1499430577797582,-1.4199999976316977,2,3.0,False,False
2.0,0.2,0.4222222222222222,0.3111111111111111,0.6222222222222222,0.8615384615384616,2.0,0.2,0.36666666666666664,0.2833333333333333,0.5666666666666667,0.7846153846153846,65,0.7222222222222222,2.857528666666667,2.9776433333333334,2.9390679878787878,511.96541869379666,489.55868649777045,1174.1257864997551,1067.9866549050907,0.3162341796597321,1.6618004097230386,0.788447716285044,2,2.0,False,False
2.0,0.2,0.4222222222222222,0.3111111111111111,0.6222222222222222,0.8615384615384616,2.0,0.2,0.36666666666666664,0.2833333333333333,0.5666666666666667,0.7846153846153846,65,0.7222222222222222,2.857528666666667,2.9776433333333334,2.9390679878787878,511.96541869379666,489.55868649777045,1174.1257864997551,1067.9866549050907,0.3162341796597321,1.6618004097230386,0.788447716285044,2,2.0,False,False
1.0,0.7111111111111111,0.7111111111111111,0.7111111111111111,0.7111111111111111,1.0,1.0,0.7111111111111111,0.7111111111111111,0.7111111111111111,0.7111111111111111,1.0,64,0.7111111111111111,2.9316,3.0480015000000003,3.000129822916667,857.1711324568246,225.48927997065465,1125.686928919611,766.7080521066387,-0.4014012176827224,2.0899394613391835,1.4700073433539487,2,3.0,False,False
1.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,1.0,1.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,1.0,24,0.26666666666666666,2.937723833333333,3.0919034999999995,2.9820025069444447,245.7935973852056,196.2292689059167,1084.3561456166865,1014.16626483446,0.011441049642431533,1.7199985357377834,0.3669648259616958,2,2.0,False,False
1.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,1.0,1.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,1.0,24,0.26666666666666666,2.937723833333333,3.0919034999999995,2.9820025069444447,245.7935973852056,196.2292689059167,1084.3561456166865,1014.16626483446,0.011441049642431533,1.7199985357377834,0.3669648259616958,2,2.0,False,False
1.0,2.433333333333333,2.433333333333333,2.433333333333333,2.433333333333333,0.7963636363636364,1.0,2.411111111111111,2.411111111111111,2.411111111111111,2.411111111111111,0.7890909090909091,275,3.0555555555555554,2.873237666666667,3.2351760000000005,3.010024684931507,2900.4141358841225,260.11657235188574,1290.7131171590202,993.383164204735,-1.230732488553159,2.1114724767819943,1.453113521265424,2,3.0,False,False
1.0,0.08888888888888889,0.08888888888888889,0.08888888888888889,0.08888888888888889,1.0,1.0,0.08888888888888889,0.08888888888888889,0.08888888888888889,0.08888888888888889,1.0,8,0.08888888888888889,3.0358305,3.0625788333333333,3.0489330625,25.130901142936114,483.8468280056166,520.0099345563079,501.7987286620058,1.0373021659542918,1.3340623268198122,1.196332258740687,2,2.0,False,False
1.0,0.08888888888888889,0.08888888888888889,0.08888888888888889,0.08888888888888889,1.0,1.0,0.08888888888888889,0.08888888888888889,0.08888888888888889,0.08888888888888889,1.0,8,0.08888888888888889,3.0358305,3.0625788333333333,3.0489330625,25.130901142936114,483.8468280056166,520.0099345563079,501.7987286620058,1.0373021659542918,1.3340623268198122,1.196332258740687,2,2.0,False,False
1.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,1.0,1.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,1.0,12,0.13333333333333333,2.9591673333333333,3.0291165,2.989851597222222,47.58731174752666,471.120654814949,522.786984059946,493.2482266106933,0.311762341543409,1.4932172575796705,1.0599369825291143,2,3.0,False,False
1.0,0.24444444444444444,0.24444444444444444,0.24444444444444444,0.24444444444444444,1.0,1.0,0.24444444444444444,0.24444444444444444,0.24444444444444444,0.24444444444444444,1.0,22,0.24444444444444444,2.9158275,3.0259325,2.9653299621212126,1311.7919261120794,124.17608855597712,492.9715487348813,430.40720340316835,0.368508358145041,2.451827059666794,1.1460054171152227,2,2.0,False,False
1.0,0.24444444444444444,0.24444444444444444,0.24444444444444444,0.24444444444444444,1.0,1.0,0.24444444444444444,0.24444444444444444,0.24444444444444444,0.24444444444444444,1.0,22,0.24444444444444444,2.9158275,3.0259325,2.9653299621212126,1311.7919261120794,124.17608855597712,492.9715487348813,430.40720340316835,0.368508358145041,2.451827059666794,1.1460054171152227,2,2.0,False,False
1.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,1.0,1.0,0.044444444444444446,0.044444444444444446,0.044444444444444446,0.044444444444444446,0.6666666666666666,6,0.06666666666666667,2.914642166666667,2.942914333333334,2.9307703611111116,122.72253101622508,461.99122603350975,467.5713399329106,464.7005546916566,-0.547936815525929,2.0039323913038016,0.7524181673109199,2,1.0,False,False
