BLINK_N,BLINK_D_Min,BLINK_D_Max,BLINK_D_Mean,BLINK_D_Sum,BLINK_D_RATE,FIX_N,FIX_Min,FIX_Max,FIX_Mean,FIX_Sum,FIX_RATE,FrameCount,Time,PUPIL_D_Min,PUPIL_D_Max,PUPIL_D_Mean,Panel_Move,Tile_Move,GazeMove_L,HM_Min,HM_Max,HM_Mean,VGC_Min,VGC_Max,VGC_Mean,Page,Panel,IsDifficult,IsUnderStand
1.0,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.23333333333333334,1.0,1.0,0.15555555555555556,0.15555555555555556,0.15555555555555556,0.15555555555555556,0.6666666666666666,21,0.23333333333333334,3.1631625000000008,3.411661833333333,3.2874121666666674,-0.2,1.0,1311.465894165068,,,,-0.050439546972608884,1.6246696557496696,0.7101814203400371,2,-1.0,,
2.0,0.03333333333333333,0.14444444444444443,0.08888888888888889,0.17777777777777778,0.5517241379310345,0.0,,,,0.0,0.0,29,0.32222222222222224,2.877293833333334,3.435412166666667,3.2778288974358976,0.8,0.0,8040.039472305125,,,,-0.5155283848860157,1.9384835866246652,1.007171192884911,2,3.0,False,False
1.0,1.0888888888888888,1.0888888888888888,1.0888888888888888,1.0888888888888888,0.8828828828828829,2.0,0.24444444444444444,0.4666666666666667,0.35555555555555557,0.7111111111111111,0.5765765765765766,111,1.2333333333333334,2.4923198333333336,3.098879666666667,2.8438647227891147,-0.4,-0.6576576576576576,4307.627267462966,247.097851142811,403.42702870389394,339.18635495382955,-1.7630762017932966,2.0613336220378407,0.8561776101921097,2,1.0,False,False
1.0,0.07777777777777778,0.07777777777777778,0.07777777777777778,0.07777777777777778,1.0,0.0,,,,0.0,0.0,7,0.07777777777777778,2.615908333333334,3.072743666666667,2.9175644285714286,0.2,-0.09234234234234234,65.74389480018557,,,,1.7105345546215176,2.0044561237254306,1.8762564489033065,2,2.0,False,False
1.0,1.0444444444444445,1.0444444444444445,1.0444444444444445,1.0444444444444445,1.0,2.0,0.2222222222222222,0.7111111111111111,0.4666666666666667,0.9333333333333333,0.8936170212765957,94,1.0444444444444445,2.679257666666667,3.157361333333334,2.916070578014185,-0.2,0.10638297872340424,1845.715952233093,33.18075845756183,404.6675135466923,299.7740464856879,-0.44886685856068986,2.136781247538821,1.5209400470104213,2,1.0,False,False
1.0,1.5,1.5,1.5,1.5,1.0,3.0,0.08888888888888889,1.0888888888888888,0.42592592592592593,1.2777777777777777,0.8518518518518517,135,1.5,2.583046000000001,2.9177093333333333,2.7147424962962967,0.2,-0.05082742316784866,1185.3610128985765,64.35578431044522,651.1497905147528,539.9820084143474,-19.59656508511006,1.9174499288496096,0.17574936108439207,2,2.0,False,False
1.0,0.12222222222222222,0.12222222222222222,0.12222222222222222,0.12222222222222222,1.0,1.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.5454545454545454,11,0.12222222222222222,2.792256666666668,2.905123333333334,2.828313696969697,0.4,0.398989898989899,482.8822111772548,110.45084220584232,141.64312535157868,133.1068610625413,0.3973266635549737,1.9128655983969907,1.340588160643038,2,4.0,False,False
1.0,0.28888888888888886,0.28888888888888886,0.28888888888888886,0.28888888888888886,1.0,1.0,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.6153846153846154,26,0.28888888888888886,2.7818221666666667,3.0120645000000006,2.893086596153846,-0.2,-0.2237762237762238,522.2324353586305,441.4758061711247,804.4912891959144,596.3682551102639,-2.22705447165913,2.035977234678587,0.9019927243652044,2,3.0,False,False
1.0,0.07777777777777778,0.07777777777777778,0.07777777777777778,0.07777777777777778,1.0,1.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.42857142857142855,7,0.07777777777777778,2.752703166666667,3.1340155000000003,2.8827525476190483,-0.2,-0.12362637362637363,489.37116513329715,727.7595864886069,730.9097525789094,729.6856843353135,-2.330976334475593,1.9424430284745298,0.4185986215610496,2,2.0,False,False
1.0,2.1444444444444444,2.1444444444444444,2.1444444444444444,2.1444444444444444,0.9234449760765551,6.0,0.08888888888888889,0.5555555555555556,0.2388888888888889,1.4333333333333333,0.6172248803827751,209,2.3222222222222224,2.6086985000000005,3.163660666666668,2.875812387737476,0.2,0.322282980177717,9581.485979263,510.61373362902174,1044.48054020962,801.5384775973315,-40.088643036593794,2.1054602510336444,0.9495372481854123,2,3.0,False,False
2.0,0.05555555555555555,0.4666666666666667,0.2611111111111111,0.5222222222222223,0.7121212121212122,2.0,0.1,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.36363636363636365,66,0.7333333333333333,2.466290666666667,2.8455835000000005,2.646597188405797,0.4,0.3054226475279107,4889.275578634255,63.375457813366566,558.981802986817,325.02430981238655,0.7175333043242289,2.0054139885958557,1.3999100273148124,2,5.0,False,False
1.0,0.5111111111111111,0.5111111111111111,0.5111111111111111,0.5111111111111111,1.0,2.0,0.13333333333333333,0.17777777777777778,0.15555555555555556,0.3111111111111111,0.6086956521739131,46,0.5111111111111111,2.558377333333333,3.127288833333333,2.8866353659420287,-0.4,-0.48484848484848486,793.1339269022667,96.72590092700584,1031.3510073694442,755.444649359823,-1.7429465575976932,2.074081473121917,1.3932209091823595,2,3.0,False,False
1.0,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.17777777777777778,1.0,1.0,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.17777777777777778,1.0,16,0.17777777777777778,2.855611166666668,3.0668235000000004,2.943140489583334,-0.2,0.0,127.05937683501578,684.9009022882063,859.2686952193757,792.3995975871566,0.8203192518584532,1.6657818640847433,1.333297425593729,2,2.0,False,False
1.0,0.4777777777777778,0.4777777777777778,0.4777777777777778,0.4777777777777778,1.0,1.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.9767441860465116,43,0.4777777777777778,2.696045,2.891937166666667,2.8157294379844964,0.2,-0.011627906976744207,189.88366713392958,752.0184418667588,857.3189251779974,813.4887763305798,-1.0247826512587408,1.646477975683834,0.33472549810762064,2,3.0,False,False
