BLINK_N,BLINK_D_Min,BLINK_D_Max,BLINK_D_Mean,BLINK_D_Sum,BLINK_D_RATE,FIX_N,FIX_Min,FIX_Max,FIX_Mean,FIX_Sum,FIX_RATE,PanelUpperTriangul,PanelUnderTriangul,PanelCorrectOrder,TileUpperTriangul,TileUnderTriangul,TileCorrectOrder,FrameCount,Time,PUPIL_D_Min,PUPIL_D_Max,PUPIL_D_Mean,GazeMove_L,HM_Min,HM_Max,HM_Mean,VGC_Min,VGC_Max,VGC_Mean,Page,IsDifficult
3.0,1.0444444444444445,23.733333333333334,9.28888888888889,27.866666666666667,0.9932673267326733,15.0,0.044444444444444446,7.766666666666667,1.7185185185185183,25.77777777777778,0.9188118811881189,2.5,2.1666666666666665,1.6666666666666667,2.75,2.5,1.5,2525,28.055555555555557,1.7058003333333345,3.373929500000001,2.9822724839399064,32276.230010942058,0.3704627873420582,2374.436182406489,1400.648717349356,-1197.4057146699508,2.2002000868346654,-0.7014251687824803,2,True
10.0,0.32222222222222224,11.7,4.311111111111111,43.111111111111114,0.9724310776942355,27.0,0.13333333333333333,8.155555555555555,1.425925925925926,38.5,0.868421052631579,1.0,1.0,0.8,2.25,2.25,1.5,3990,44.333333333333336,1.095184500000001,3.368303833333334,2.974234670167511,63080.2360156029,10.196970855263608,2725.0915848078967,1520.26326998101,-1197.9305573592358,2.2517943007104035,-0.948743956139099,3,True
2.0,7.9,12.455555555555556,10.177777777777777,20.355555555555554,0.9934924078091106,15.0,0.1,5.333333333333333,1.2592592592592593,18.88888888888889,0.9219088937093276,1.0,0.4,1.0,2.25,1.75,2.0,1844,20.488888888888887,2.0942205000000005,3.3120118333333344,2.9506802227591464,20909.87141369062,52.18421886817817,1742.7260280582836,1014.2080677179804,-5530.747302138312,2.2526270596139812,-3.963759427038002,4,False
5.0,0.35555555555555557,8.811111111111112,3.808888888888889,19.044444444444444,0.9744172825469016,12.0,0.15555555555555556,3.4555555555555557,1.4407407407407407,17.288888888888888,0.8845935190449119,0.75,0.375,0.5,3.5,2.75,3.25,1759,19.544444444444444,1.7588985000000008,3.3020858333333343,3.0449735244333533,29530.754397424713,30.382419702336566,2607.0476487449487,1101.3973600910974,-217.13168560348075,2.251789563177099,-0.5017633749362663,6,True
4.0,0.4,17.92222222222222,8.030555555555555,32.12222222222222,0.9870262888357801,15.0,0.08888888888888889,13.011111111111111,1.9503703703703703,29.255555555555556,0.898941618299761,0.6666666666666666,0.5,0.16666666666666666,5.25,5.0,4.0,2929,32.544444444444444,0.5765330000000005,3.347867166666667,3.016729966962175,34103.448530754824,7.203658935629435,3019.26017605287,1370.7730452765961,-1516.9981746270032,2.2291035759718465,-0.7378972933507779,7,False
8.0,0.05555555555555555,8.777777777777779,4.406944444444444,35.25555555555555,0.9641446368884837,19.0,0.044444444444444446,7.511111111111111,1.7175438596491226,32.63333333333333,0.8924339106654512,1.0,1.0,0.5,2.25,2.0,1.25,3291,36.56666666666667,1.123214833333334,3.374743166666667,3.005166093335479,50902.94405753398,11.067101554917716,5065.866367441928,2366.7075518428665,-15366.886567885424,2.25318234,-6.381913577133513,8,True
4.0,0.3888888888888889,13.277777777777779,5.216666666666667,20.866666666666667,0.9776158250910983,21.0,0.1111111111111111,4.677777777777778,0.8677248677248678,18.22222222222222,0.8537220197813639,1.4,1.2,0.8,2.25,2.0,1.5,1921,21.344444444444445,1.3923493333333343,3.622512833333334,3.0493794152588567,40434.430239337984,1.5211425056297123,2359.291293518165,956.8376880608637,-338.4780365915358,2.2686355400000005,-0.279097433249671,9,False
7.0,0.32222222222222224,9.266666666666667,4.8428571428571425,33.9,0.971656050955414,18.0,0.1,8.922222222222222,1.738888888888889,31.3,0.8971337579617834,0.8,0.6,0.6,2.0,1.5,1.75,3140,34.888888888888886,1.4169336666666672,3.3244041666666675,2.9984775764490323,44939.06411892679,0.0005217299780931,2830.0813667534226,1675.9226872219556,-1074.6249435963502,2.2458004212414977,-0.6692156729210821,10,True
11.0,0.15555555555555556,15.522222222222222,3.522222222222222,38.74444444444445,0.9561283246503975,26.0,0.022222222222222223,5.966666666666667,1.3871794871794871,36.06666666666667,0.8900466136550591,1.6,1.2,1.2,4.5,4.5,3.75,3647,40.522222222222226,1.0491510000000004,3.540822333333334,2.99635355843838,58081.751205517576,10.390809255735624,8400.32186432644,4158.274784779505,-180.9546778782887,2.2362679594685537,0.11997395277910808,11,True
8.0,0.28888888888888886,21.5,4.756944444444445,38.05555555555556,0.973564525298465,23.0,0.03333333333333333,6.022222222222222,1.5091787439613529,34.71111111111111,0.8880045480386584,1.0,1.1428571428571428,0.7142857142857143,2.5,2.25,2.0,3518,39.08888888888889,1.1661631666666674,4.032102000000001,3.00971329946078,56845.225730260834,28.36687907259788,2751.01640529666,1405.4997398400715,-683.5132274660651,2.2624673077926993,-0.4453206589543253,12,True
8.0,0.23333333333333334,12.833333333333334,4.6625,37.3,0.966321243523316,18.0,0.17777777777777778,4.2444444444444445,1.9358024691358025,34.84444444444444,0.9027058146229129,1.0,0.5,0.8333333333333334,4.75,4.75,4.0,3474,38.6,1.464398666666667,3.3580195000000006,2.9903531804092713,52468.98087532074,42.28896761718113,3009.1595742207824,1712.6330117138475,-256.16045249332547,2.278085964998483,-0.37032454581387575,13,True
