BLINK_N,BLINK_D_Min,BLINK_D_Max,BLINK_D_Mean,BLINK_D_Sum,BLINK_D_RATE,FIX_N,FIX_Min,FIX_Max,FIX_Mean,FIX_Sum,FIX_RATE,PanelUpperTriangul,PanelUnderTriangul,PanelCorrectOrder,TileUpperTriangul,TileUnderTriangul,TileCorrectOrder,FrameCount,Time,PUPIL_D_Min,PUPIL_D_Max,PUPIL_D_Mean,GazeMove_L,HM_Min,HM_Max,HM_Mean,VGC_Min,VGC_Max,VGC_Mean,Page,IsDifficult
5.0,1.011111111111111,4.788888888888889,2.433333333333333,12.166666666666666,0.9647577092511013,18.0,0.07777777777777778,1.3333333333333333,0.5481481481481482,9.866666666666667,0.7823788546255507,1.5,1.0,1.1666666666666667,1.75,1.5,1.0,1135,12.61111111111111,0.9304733333333332,3.4322889999999995,2.97210126135666,29220.74158891984,1.0136549250431925e-07,1254.545512407336,668.1646436307724,-209.6773787272846,2.1107283309261056,-0.5377968345365285,2,False
1.0,18.066666666666666,18.066666666666666,18.066666666666666,18.066666666666666,1.0,19.0,0.07777777777777778,2.2222222222222223,0.7707602339181286,14.644444444444444,0.8105781057810578,0.75,0.25,0.75,1.25,0.75,0.75,1626,18.066666666666666,2.5162736666666667,3.248939833333333,2.8031291865518684,11050.53535381765,60.463699402183806,2471.619210071422,996.9074379148112,-59.03033800406157,1.977173567427349,-0.07230968561113682,3,True
1.0,12.144444444444444,12.144444444444444,12.144444444444444,12.144444444444444,1.0,13.0,0.08888888888888889,3.1333333333333333,0.8059829059829059,10.477777777777778,0.8627630375114365,1.2,0.8,1.2,2.0,2.0,1.75,1093,12.144444444444444,2.468852,3.036338833333333,2.7509326258948046,11543.219705890919,28.870462541639142,1138.6894231330643,735.045964144667,-79.10821104776444,1.9156735899826127,-0.5784504096296105,4,False
2.0,2.1777777777777776,7.033333333333333,4.605555555555555,9.21111111111111,0.9845605700712589,23.0,0.022222222222222223,1.211111111111111,0.2855072463768116,6.566666666666666,0.7019002375296912,0.75,0.625,0.5,2.0,2.25,1.5,842,9.355555555555556,2.1859385,3.090825333333333,2.789697604008436,14427.672027311168,54.49534452814476,630.6142329128305,360.6785938207682,-77.3780069404839,1.8252636027413605,-0.4795490912842789,6,False
3.0,0.6222222222222222,10.588888888888889,6.777777777777778,20.333333333333332,0.9807073954983923,19.0,0.03333333333333333,4.344444444444444,0.8625730994152048,16.38888888888889,0.7904608788853161,0.5,0.16666666666666666,0.16666666666666666,3.25,3.0,2.5,1866,20.733333333333334,1.6031468333333334,3.3524066666666665,2.957915012429376,22055.013817345483,26.00665254398057,2096.177919050927,1154.991050623832,-121.66914227270006,2.1241704828468735,-0.0907743948793744,7,False
4.0,0.14444444444444443,10.366666666666667,2.977777777777778,11.911111111111111,0.9657657657657658,13.0,0.022222222222222223,2.088888888888889,0.7008547008547009,9.11111111111111,0.7387387387387387,0.75,0.5,0.75,1.0,0.75,0.75,1110,12.333333333333334,1.5895411666666668,3.435941,2.8810787201017773,23476.10421179678,62.06677134153851,1121.105895704954,659.039672328345,-105.72085304325145,1.977388518804122,-0.4128196280435619,8,False
3.0,0.06666666666666667,10.033333333333333,3.5629629629629633,10.688888888888888,0.970736629667003,12.0,0.03333333333333333,3.477777777777778,0.6537037037037037,7.844444444444444,0.7124117053481333,0.8,0.2,0.8,1.0,0.5,1.0,991,11.011111111111111,1.5775935,3.302538333333333,2.920254354632586,21338.285612445256,41.73477373285857,1496.877859473955,688.2024324545572,-114.92507754903177,2.1125256236731658,-0.3576003647221342,9,False
3.0,0.5888888888888889,25.5,8.970370370370372,26.91111111111111,0.9861563517915309,19.0,0.1,7.311111111111111,1.2228070175438597,23.233333333333334,0.8513843648208469,0.8,0.2,0.8,2.5,2.0,2.25,2456,27.288888888888888,2.299049333333333,3.348477666666667,2.838882959695448,29958.684249122467,115.76137644759402,3435.623336450866,1550.6921159641151,-31.710715696603927,2.00800218507431,-0.21445531497651732,10,True
4.0,0.1111111111111111,18.522222222222222,4.811111111111111,19.244444444444444,0.9779785431959345,16.0,0.06666666666666667,5.788888888888889,1.0375,16.6,0.8435911914172785,1.0,0.2,1.0,1.75,1.5,1.5,1771,19.677777777777777,1.4813386666666666,3.322596166666667,2.844685262172285,24634.492795440245,93.98962191045952,4918.929436526294,2339.8160702284626,-10096.919588474919,2.1487715216242034,-6.128011101967602,11,True
5.0,0.5666666666666667,9.077777777777778,5.22,26.1,0.9010356731875719,21.0,0.044444444444444446,3.5444444444444443,1.0751322751322752,22.57777777777778,0.7794399693133871,1.0,0.5714285714285714,0.8571428571428571,1.5,1.75,1.0,2607,28.966666666666665,1.442983,3.597463,2.790134976556776,49720.365038761454,57.73437770593623,2029.7334638730936,952.4534537346273,-73.05119712147153,2.073201246038528,0.07938246441232188,12,False
